Cas: 0.00, X: 70.00, Y: 100.00, V_X: -1.00, V_Y: 0.00, P: 20.00, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.06, X: 69.94, Y: 99.99, V_X: -1.00, V_Y: -0.39, P: 20.00, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.63, X: 70.36, Y: 98.61, V_X: 2.45, V_Y: -4.41, P: 19.71, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 0.79, X: 70.81, Y: 97.99, V_X: 3.38, V_Y: -3.63, P: 19.48, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.94, X: 71.42, Y: 97.33, V_X: 4.32, V_Y: -4.73, P: 19.40, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.15, X: 72.32, Y: 96.45, V_X: 4.32, V_Y: -3.68, P: 19.19, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.26, X: 72.78, Y: 96.03, V_X: 4.32, V_Y: -4.42, P: 19.19, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.41, X: 73.45, Y: 95.40, V_X: 4.32, V_Y: -3.63, P: 19.03, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.57, X: 74.13, Y: 94.74, V_X: 4.32, V_Y: -4.73, P: 19.03, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.78, X: 75.04, Y: 93.86, V_X: 4.32, V_Y: -3.69, P: 18.83, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.88, X: 75.49, Y: 93.44, V_X: 4.32, V_Y: -4.42, P: 18.83, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.04, X: 76.17, Y: 92.80, V_X: 4.32, V_Y: -3.63, P: 18.67, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.15, X: 76.62, Y: 92.39, V_X: 4.32, V_Y: -4.37, P: 18.67, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.30, X: 77.30, Y: 91.76, V_X: 4.32, V_Y: -3.58, P: 18.51, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.46, X: 77.98, Y: 91.12, V_X: 4.32, V_Y: -4.68, P: 18.51, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.67, X: 78.88, Y: 90.25, V_X: 4.32, V_Y: -3.64, P: 18.30, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.77, X: 79.33, Y: 89.83, V_X: 4.32, V_Y: -4.36, P: 18.30, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.93, X: 80.00, Y: 89.21, V_X: 4.32, V_Y: -3.58, P: 18.15, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.08, X: 80.68, Y: 88.56, V_X: 4.32, V_Y: -4.68, P: 18.15, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.29, X: 81.59, Y: 87.69, V_X: 4.32, V_Y: -3.64, P: 17.94, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.40, X: 82.04, Y: 87.27, V_X: 4.32, V_Y: -4.37, P: 17.94, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.56, X: 82.72, Y: 86.65, V_X: 4.32, V_Y: -3.59, P: 17.78, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.71, X: 83.40, Y: 86.00, V_X: 4.32, V_Y: -4.69, P: 17.78, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.92, X: 84.30, Y: 85.13, V_X: 4.32, V_Y: -3.65, P: 17.57, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.02, X: 84.75, Y: 84.71, V_X: 4.32, V_Y: -4.38, P: 17.57, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.18, X: 85.42, Y: 84.09, V_X: 4.32, V_Y: -3.60, P: 17.42, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.34, X: 86.10, Y: 83.44, V_X: 4.32, V_Y: -4.70, P: 17.42, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.55, X: 87.01, Y: 82.56, V_X: 4.32, V_Y: -3.65, P: 17.21, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.65, X: 87.46, Y: 82.14, V_X: 4.32, V_Y: -4.38, P: 17.21, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.81, X: 88.14, Y: 81.52, V_X: 4.32, V_Y: -3.60, P: 17.05, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.97, X: 88.82, Y: 80.87, V_X: 4.32, V_Y: -4.69, P: 17.05, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.17, X: 89.72, Y: 79.99, V_X: 4.32, V_Y: -3.65, P: 16.84, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.28, X: 90.17, Y: 79.57, V_X: 4.32, V_Y: -4.38, P: 16.84, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.44, X: 90.85, Y: 78.95, V_X: 4.32, V_Y: -3.60, P: 16.69, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.59, X: 91.53, Y: 78.30, V_X: 4.32, V_Y: -4.69, P: 16.69, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.80, X: 92.43, Y: 77.43, V_X: 4.32, V_Y: -3.65, P: 16.48, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.90, X: 92.88, Y: 77.01, V_X: 4.32, V_Y: -4.38, P: 16.48, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.06, X: 93.56, Y: 76.39, V_X: 4.32, V_Y: -3.59, P: 16.32, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.22, X: 94.23, Y: 75.74, V_X: 4.32, V_Y: -4.69, P: 16.32, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.43, X: 95.14, Y: 74.87, V_X: 4.32, V_Y: -3.65, P: 16.11, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.53, X: 95.59, Y: 74.45, V_X: 4.32, V_Y: -4.38, P: 16.11, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.69, X: 96.28, Y: 73.82, V_X: 4.32, V_Y: -3.59, P: 15.95, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.85, X: 96.96, Y: 73.17, V_X: 4.32, V_Y: -4.68, P: 15.95, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.06, X: 97.86, Y: 72.30, V_X: 4.32, V_Y: -3.64, P: 15.74, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.16, X: 98.31, Y: 71.88, V_X: 4.32, V_Y: -4.37, P: 15.74, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.32, X: 98.99, Y: 71.26, V_X: 4.32, V_Y: -3.59, P: 15.59, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.47, X: 99.66, Y: 70.61, V_X: 4.32, V_Y: -4.69, P: 15.59, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.68, X: 100.57, Y: 69.74, V_X: 4.32, V_Y: -3.64, P: 15.38, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.79, X: 101.02, Y: 69.32, V_X: 4.32, V_Y: -4.37, P: 15.38, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.94, X: 101.69, Y: 68.70, V_X: 4.32, V_Y: -3.59, P: 15.22, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.10, X: 102.37, Y: 68.05, V_X: 4.32, V_Y: -4.69, P: 15.22, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.31, X: 103.27, Y: 67.18, V_X: 4.32, V_Y: -3.64, P: 15.01, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.41, X: 103.73, Y: 66.76, V_X: 4.32, V_Y: -4.37, P: 15.01, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.57, X: 104.41, Y: 66.14, V_X: 4.32, V_Y: -3.59, P: 14.86, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.73, X: 105.08, Y: 65.49, V_X: 4.32, V_Y: -4.68, P: 14.86, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.94, X: 105.98, Y: 64.62, V_X: 4.32, V_Y: -3.64, P: 14.65, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 9.04, X: 106.44, Y: 64.20, V_X: 4.32, V_Y: -4.37, P: 14.65, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 9.20, X: 107.12, Y: 63.58, V_X: 4.32, V_Y: -3.59, P: 14.49, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 9.35, X: 107.79, Y: 62.93, V_X: 4.32, V_Y: -4.68, P: 14.49, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 9.56, X: 108.69, Y: 62.06, V_X: 4.32, V_Y: -3.64, P: 14.28, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 9.67, X: 109.15, Y: 61.65, V_X: 4.32, V_Y: -4.37, P: 14.28, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 9.82, X: 109.82, Y: 61.02, V_X: 4.32, V_Y: -3.58, P: 14.12, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 9.98, X: 110.50, Y: 60.38, V_X: 4.32, V_Y: -4.68, P: 14.12, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 10.19, X: 111.40, Y: 59.51, V_X: 4.32, V_Y: -3.63, P: 13.92, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 10.34, X: 112.08, Y: 58.86, V_X: 4.32, V_Y: -4.72, P: 13.92, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 10.55, X: 112.98, Y: 57.98, V_X: 4.32, V_Y: -3.68, P: 13.71, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 10.66, X: 113.43, Y: 57.56, V_X: 4.32, V_Y: -4.41, P: 13.71, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 10.81, X: 114.11, Y: 56.93, V_X: 4.32, V_Y: -3.63, P: 13.55, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 10.97, X: 114.79, Y: 56.27, V_X: 4.32, V_Y: -4.72, P: 13.55, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 11.18, X: 115.69, Y: 55.40, V_X: 4.32, V_Y: -3.67, P: 13.34, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 11.28, X: 116.14, Y: 54.98, V_X: 4.32, V_Y: -4.40, P: 13.34, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 11.44, X: 116.82, Y: 54.35, V_X: 4.32, V_Y: -3.62, P: 13.18, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 11.60, X: 117.49, Y: 53.70, V_X: 4.32, V_Y: -4.72, P: 13.18, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 11.80, X: 118.39, Y: 52.82, V_X: 4.32, V_Y: -3.68, P: 12.98, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 11.91, X: 118.84, Y: 52.40, V_X: 4.32, V_Y: -4.40, P: 12.98, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 12.06, X: 119.51, Y: 51.78, V_X: 4.32, V_Y: -3.63, P: 12.82, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 12.22, X: 120.19, Y: 51.13, V_X: 4.32, V_Y: -4.72, P: 12.82, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 12.43, X: 121.10, Y: 50.24, V_X: 4.32, V_Y: -3.68, P: 12.61, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 12.54, X: 121.55, Y: 49.82, V_X: 4.32, V_Y: -4.41, P: 12.61, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 12.69, X: 122.23, Y: 49.19, V_X: 4.32, V_Y: -3.63, P: 12.45, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 12.85, X: 122.91, Y: 48.54, V_X: 4.32, V_Y: -4.72, P: 12.45, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 13.06, X: 123.81, Y: 47.66, V_X: 4.32, V_Y: -3.68, P: 12.25, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 13.16, X: 124.26, Y: 47.24, V_X: 4.32, V_Y: -4.41, P: 12.25, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 13.32, X: 124.94, Y: 46.61, V_X: 4.32, V_Y: -3.63, P: 12.09, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 13.47, X: 125.61, Y: 45.95, V_X: 4.32, V_Y: -4.73, P: 12.09, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 13.68, X: 126.52, Y: 45.07, V_X: 4.32, V_Y: -3.68, P: 11.88, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
