Cas: 0.00, X: 100.00, Y: 60.00, V_X: 0.00, V_Y: -5.00, P: 15.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.91, X: 100.00, Y: 52.53, V_X: 0.00, V_Y: -11.38, P: 15.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.92, X: 100.00, Y: 52.47, V_X: 0.00, V_Y: -11.36, P: 14.99, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.92, X: 100.00, Y: 52.45, V_X: 0.00, V_Y: -11.37, P: 14.99, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.92, X: 100.00, Y: 52.41, V_X: 0.00, V_Y: -11.35, P: 14.99, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.92, X: 100.00, Y: 52.39, V_X: 0.00, V_Y: -11.36, P: 14.99, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.93, X: 100.00, Y: 52.36, V_X: 0.00, V_Y: -11.35, P: 14.99, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.93, X: 100.00, Y: 52.34, V_X: 0.00, V_Y: -11.36, P: 14.99, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.93, X: 100.00, Y: 52.31, V_X: 0.00, V_Y: -11.34, P: 14.99, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.93, X: 100.00, Y: 52.29, V_X: 0.00, V_Y: -11.35, P: 14.99, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.94, X: 100.00, Y: 52.25, V_X: 0.00, V_Y: -11.34, P: 14.98, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.94, X: 100.00, Y: 52.23, V_X: 0.00, V_Y: -11.35, P: 14.98, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.94, X: 100.00, Y: 52.18, V_X: 0.00, V_Y: -11.33, P: 14.98, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.95, X: 100.00, Y: 52.15, V_X: 0.00, V_Y: -11.34, P: 14.98, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.95, X: 100.00, Y: 52.11, V_X: 0.00, V_Y: -11.32, P: 14.97, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
