Cas: 0.00, X: 100.00, Y: 30.00, V_X: 0.00, V_Y: 0.00, P: 15.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.19, X: 100.00, Y: 25.06, V_X: 0.00, V_Y: -8.32, P: 15.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.19, X: 100.00, Y: 25.03, V_X: 0.00, V_Y: -8.30, P: 15.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.19, X: 100.00, Y: 25.02, V_X: 0.00, V_Y: -8.31, P: 15.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.20, X: 100.00, Y: 24.98, V_X: 0.00, V_Y: -8.29, P: 14.99, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.20, X: 100.00, Y: 24.96, V_X: 0.00, V_Y: -8.31, P: 14.99, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.20, X: 100.00, Y: 24.92, V_X: 0.00, V_Y: -8.28, P: 14.99, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.21, X: 100.00, Y: 24.91, V_X: 0.00, V_Y: -8.29, P: 14.99, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.21, X: 100.00, Y: 24.88, V_X: 0.00, V_Y: -8.28, P: 14.98, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.21, X: 100.00, Y: 24.87, V_X: 0.00, V_Y: -8.29, P: 14.98, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.21, X: 100.00, Y: 24.84, V_X: 0.00, V_Y: -8.27, P: 14.98, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.22, X: 100.00, Y: 24.82, V_X: 0.00, V_Y: -8.28, P: 14.98, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.22, X: 100.00, Y: 24.79, V_X: 0.00, V_Y: -8.26, P: 14.98, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.22, X: 100.00, Y: 24.78, V_X: 0.00, V_Y: -8.28, P: 14.98, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.22, X: 100.00, Y: 24.76, V_X: 0.00, V_Y: -8.26, P: 14.97, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.23, X: 100.00, Y: 24.74, V_X: 0.00, V_Y: -8.27, P: 14.97, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.23, X: 100.00, Y: 24.71, V_X: 0.00, V_Y: -8.25, P: 14.97, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.23, X: 100.00, Y: 24.70, V_X: 0.00, V_Y: -8.27, P: 14.97, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.24, X: 100.00, Y: 24.66, V_X: 0.00, V_Y: -8.24, P: 14.97, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.24, X: 100.00, Y: 24.64, V_X: 0.00, V_Y: -8.25, P: 14.97, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.24, X: 100.00, Y: 24.62, V_X: 0.00, V_Y: -8.24, P: 14.96, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.24, X: 100.00, Y: 24.61, V_X: 0.00, V_Y: -8.25, P: 14.96, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.25, X: 100.00, Y: 24.58, V_X: 0.00, V_Y: -8.24, P: 14.96, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.25, X: 100.00, Y: 24.56, V_X: 0.00, V_Y: -8.26, P: 14.96, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.26, X: 100.00, Y: 24.50, V_X: 0.00, V_Y: -8.22, P: 14.95, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.26, X: 100.00, Y: 24.48, V_X: 0.00, V_Y: -8.23, P: 14.95, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.26, X: 100.00, Y: 24.46, V_X: 0.00, V_Y: -8.22, P: 14.95, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.26, X: 100.00, Y: 24.44, V_X: 0.00, V_Y: -8.23, P: 14.95, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.27, X: 100.00, Y: 24.41, V_X: 0.00, V_Y: -8.21, P: 14.94, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
