Cas: 0.00, X: 150.00, Y: 120.00, V_X: 0.00, V_Y: -3.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.05, X: 150.00, Y: 119.84, V_X: 0.00, V_Y: -3.36, P: 25.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 0.09, X: 150.00, Y: 119.72, V_X: -0.22, V_Y: -3.18, P: 24.94, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.79, X: 140.93, Y: 104.16, V_X: -10.43, V_Y: -15.09, P: 24.09, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.79, X: 140.89, Y: 104.11, V_X: -10.45, V_Y: -15.08, P: 24.09, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.80, X: 140.87, Y: 104.08, V_X: -10.46, V_Y: -15.09, P: 24.09, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.80, X: 140.84, Y: 104.03, V_X: -10.49, V_Y: -15.07, P: 24.08, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.80, X: 140.82, Y: 104.01, V_X: -10.49, V_Y: -15.08, P: 24.08, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.80, X: 140.79, Y: 103.96, V_X: -10.51, V_Y: -15.07, P: 24.08, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.81, X: 140.78, Y: 103.94, V_X: -10.52, V_Y: -15.08, P: 24.08, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.81, X: 140.74, Y: 103.90, V_X: -10.54, V_Y: -15.06, P: 24.07, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.81, X: 140.73, Y: 103.87, V_X: -10.55, V_Y: -15.07, P: 24.07, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.81, X: 140.69, Y: 103.82, V_X: -10.57, V_Y: -15.06, P: 24.07, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.82, X: 140.67, Y: 103.79, V_X: -10.58, V_Y: -15.07, P: 24.07, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.82, X: 140.64, Y: 103.75, V_X: -10.60, V_Y: -15.05, P: 24.06, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.82, X: 140.62, Y: 103.72, V_X: -10.61, V_Y: -15.07, P: 24.06, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.82, X: 140.59, Y: 103.68, V_X: -10.62, V_Y: -15.05, P: 24.06, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.82, X: 140.58, Y: 103.66, V_X: -10.63, V_Y: -15.06, P: 24.05, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.83, X: 140.54, Y: 103.61, V_X: -10.65, V_Y: -15.05, P: 24.05, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.83, X: 140.53, Y: 103.59, V_X: -10.66, V_Y: -15.06, P: 24.05, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.83, X: 140.49, Y: 103.53, V_X: -10.69, V_Y: -15.04, P: 24.04, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.84, X: 140.46, Y: 103.49, V_X: -10.70, V_Y: -15.06, P: 24.04, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.84, X: 140.42, Y: 103.43, V_X: -10.72, V_Y: -15.04, P: 24.04, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.84, X: 140.40, Y: 103.41, V_X: -10.73, V_Y: -15.05, P: 24.04, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.84, X: 140.37, Y: 103.36, V_X: -10.75, V_Y: -15.03, P: 24.03, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.85, X: 140.35, Y: 103.34, V_X: -10.76, V_Y: -15.04, P: 24.03, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.85, X: 140.31, Y: 103.28, V_X: -10.78, V_Y: -15.03, P: 24.02, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.85, X: 140.28, Y: 103.24, V_X: -10.80, V_Y: -15.04, P: 24.02, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.86, X: 140.23, Y: 103.18, V_X: -10.83, V_Y: -15.02, P: 24.02, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.86, X: 140.22, Y: 103.15, V_X: -10.84, V_Y: -15.03, P: 24.02, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.86, X: 140.18, Y: 103.11, V_X: -10.85, V_Y: -15.02, P: 24.01, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.86, X: 140.17, Y: 103.08, V_X: -10.86, V_Y: -15.03, P: 24.01, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.87, X: 140.13, Y: 103.03, V_X: -10.88, V_Y: -15.01, P: 24.01, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.87, X: 140.10, Y: 103.00, V_X: -10.90, V_Y: -15.03, P: 24.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.87, X: 140.06, Y: 102.94, V_X: -10.92, V_Y: -15.01, P: 24.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.87, X: 140.04, Y: 102.92, V_X: -10.93, V_Y: -15.02, P: 24.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.88, X: 140.01, Y: 102.87, V_X: -10.95, V_Y: -15.00, P: 23.99, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.88, X: 140.00, Y: 102.85, V_X: -10.96, V_Y: -15.01, P: 23.99, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.88, X: 139.96, Y: 102.80, V_X: -10.98, V_Y: -15.00, P: 23.99, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.88, X: 139.93, Y: 102.77, V_X: -10.99, V_Y: -15.01, P: 23.99, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.89, X: 139.90, Y: 102.72, V_X: -11.01, V_Y: -14.99, P: 23.98, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.89, X: 139.88, Y: 102.70, V_X: -11.02, V_Y: -15.00, P: 23.98, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.89, X: 139.85, Y: 102.65, V_X: -11.04, V_Y: -14.99, P: 23.98, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.89, X: 139.84, Y: 102.63, V_X: -11.04, V_Y: -15.00, P: 23.98, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.90, X: 139.80, Y: 102.58, V_X: -11.06, V_Y: -14.98, P: 23.97, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.90, X: 139.78, Y: 102.56, V_X: -11.07, V_Y: -15.00, P: 23.97, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.90, X: 139.74, Y: 102.50, V_X: -11.09, V_Y: -14.98, P: 23.96, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.90, X: 139.73, Y: 102.48, V_X: -11.10, V_Y: -14.99, P: 23.96, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.90, X: 139.70, Y: 102.45, V_X: -11.12, V_Y: -14.98, P: 23.96, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.91, X: 139.68, Y: 102.43, V_X: -11.13, V_Y: -14.99, P: 23.96, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.91, X: 139.65, Y: 102.38, V_X: -11.14, V_Y: -14.97, P: 23.96, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.91, X: 139.63, Y: 102.36, V_X: -11.15, V_Y: -14.98, P: 23.95, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.91, X: 139.60, Y: 102.31, V_X: -11.17, V_Y: -14.97, P: 23.95, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.92, X: 139.57, Y: 102.28, V_X: -11.19, V_Y: -14.98, P: 23.95, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.92, X: 139.52, Y: 102.20, V_X: -11.22, V_Y: -14.96, P: 23.94, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.92, X: 139.50, Y: 102.18, V_X: -11.22, V_Y: -14.97, P: 23.94, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.92, X: 139.48, Y: 102.15, V_X: -11.24, V_Y: -14.96, P: 23.94, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.93, X: 139.45, Y: 102.12, V_X: -11.25, V_Y: -14.97, P: 23.94, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
