Cas: 0.00, X: 150.00, Y: 120.00, V_X: 0.00, V_Y: -3.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.11, X: 150.00, Y: 119.63, V_X: 0.00, V_Y: -3.77, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 0.99, X: 147.68, Y: 113.62, V_X: -5.27, V_Y: -9.92, P: 24.56, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.07, X: 147.28, Y: 112.80, V_X: -4.79, V_Y: -10.48, P: 24.52, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.15, X: 146.90, Y: 111.97, V_X: -5.25, V_Y: -11.02, P: 24.48, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.21, X: 146.57, Y: 111.26, V_X: -4.87, V_Y: -11.46, P: 24.45, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.30, X: 146.10, Y: 110.17, V_X: -5.42, V_Y: -12.11, P: 24.40, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.37, X: 145.74, Y: 109.35, V_X: -5.01, V_Y: -11.76, P: 24.30, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.45, X: 145.36, Y: 108.39, V_X: -4.54, V_Y: -12.32, P: 24.26, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.53, X: 144.97, Y: 107.39, V_X: -5.03, V_Y: -11.91, P: 24.14, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.62, X: 144.55, Y: 106.32, V_X: -4.50, V_Y: -12.52, P: 24.09, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.71, X: 144.11, Y: 105.19, V_X: -5.05, V_Y: -12.07, P: 23.96, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.80, X: 143.68, Y: 104.13, V_X: -4.51, V_Y: -11.62, P: 23.82, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.88, X: 143.32, Y: 103.23, V_X: -4.97, V_Y: -12.15, P: 23.78, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.95, X: 142.96, Y: 102.40, V_X: -5.39, V_Y: -11.80, P: 23.68, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.02, X: 142.59, Y: 101.53, V_X: -4.96, V_Y: -12.31, P: 23.64, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 2.10, X: 142.19, Y: 100.59, V_X: -5.42, V_Y: -11.92, P: 23.53, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.17, X: 141.83, Y: 99.75, V_X: -5.01, V_Y: -12.40, P: 23.49, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.24, X: 141.48, Y: 98.87, V_X: -4.58, V_Y: -12.04, P: 23.39, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 2.31, X: 141.12, Y: 97.98, V_X: -5.03, V_Y: -11.67, P: 23.27, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.38, X: 140.77, Y: 97.15, V_X: -4.59, V_Y: -11.31, P: 23.16, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
