Cas: 0.00, X: 70.00, Y: 100.00, V_X: -1.00, V_Y: 0.00, P: 20.00, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.86, X: 67.14, Y: 71.42, V_X: -1.00, V_Y: -20.00, P: 20.00, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.86, X: 67.14, Y: 71.38, V_X: -1.00, V_Y: -19.99, P: 20.00, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.86, X: 67.14, Y: 71.35, V_X: -1.00, V_Y: -20.01, P: 20.00, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.86, X: 67.14, Y: 71.31, V_X: -1.00, V_Y: -20.00, P: 20.00, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.86, X: 67.14, Y: 71.30, V_X: -1.00, V_Y: -20.00, P: 20.00, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.87, X: 67.13, Y: 71.26, V_X: -1.00, V_Y: -19.99, P: 19.99, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.87, X: 67.13, Y: 71.20, V_X: -1.00, V_Y: -20.02, P: 19.99, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.87, X: 67.13, Y: 71.12, V_X: -1.00, V_Y: -19.99, P: 19.99, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.87, X: 67.13, Y: 71.09, V_X: -1.00, V_Y: -20.01, P: 19.99, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.88, X: 67.12, Y: 71.05, V_X: -1.00, V_Y: -20.00, P: 19.99, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.88, X: 67.12, Y: 71.04, V_X: -1.00, V_Y: -20.00, P: 19.99, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.88, X: 67.12, Y: 71.01, V_X: -1.00, V_Y: -20.00, P: 19.99, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.88, X: 67.12, Y: 70.97, V_X: -1.00, V_Y: -20.01, P: 19.99, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.88, X: 67.12, Y: 70.92, V_X: -1.00, V_Y: -19.99, P: 19.98, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.88, X: 67.12, Y: 70.88, V_X: -1.00, V_Y: -20.01, P: 19.98, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.89, X: 67.11, Y: 70.83, V_X: -1.00, V_Y: -20.00, P: 19.98, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.89, X: 67.11, Y: 70.81, V_X: -1.00, V_Y: -20.00, P: 19.98, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.89, X: 67.11, Y: 70.78, V_X: -1.00, V_Y: -19.99, P: 19.98, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.89, X: 67.11, Y: 70.74, V_X: -1.00, V_Y: -20.01, P: 19.98, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.89, X: 67.11, Y: 70.69, V_X: -1.00, V_Y: -19.99, P: 19.98, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.90, X: 67.10, Y: 70.66, V_X: -1.00, V_Y: -20.01, P: 19.98, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.90, X: 67.10, Y: 70.63, V_X: -1.00, V_Y: -20.00, P: 19.98, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.90, X: 67.10, Y: 70.61, V_X: -1.00, V_Y: -20.00, P: 19.98, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.90, X: 67.10, Y: 70.57, V_X: -1.00, V_Y: -19.99, P: 19.97, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.90, X: 67.10, Y: 70.53, V_X: -1.00, V_Y: -20.01, P: 19.97, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.90, X: 67.10, Y: 70.48, V_X: -1.00, V_Y: -20.00, P: 19.97, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.91, X: 67.09, Y: 70.43, V_X: -1.00, V_Y: -20.01, P: 19.97, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.91, X: 67.09, Y: 70.38, V_X: -1.00, V_Y: -20.00, P: 19.97, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.91, X: 67.09, Y: 70.34, V_X: -1.00, V_Y: -20.01, P: 19.97, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.91, X: 67.09, Y: 70.30, V_X: -1.00, V_Y: -20.00, P: 19.97, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.92, X: 67.08, Y: 70.26, V_X: -1.00, V_Y: -20.01, P: 19.97, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.92, X: 67.08, Y: 70.22, V_X: -1.00, V_Y: -20.00, P: 19.96, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.92, X: 67.08, Y: 70.19, V_X: -1.00, V_Y: -20.01, P: 19.96, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.92, X: 67.08, Y: 70.14, V_X: -1.00, V_Y: -20.00, P: 19.96, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.92, X: 67.08, Y: 70.11, V_X: -1.00, V_Y: -20.01, P: 19.96, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.93, X: 67.07, Y: 70.06, V_X: -1.00, V_Y: -19.99, P: 19.96, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.93, X: 67.07, Y: 70.03, V_X: -1.00, V_Y: -20.01, P: 19.96, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.93, X: 67.07, Y: 69.98, V_X: -1.00, V_Y: -20.00, P: 19.96, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.93, X: 67.07, Y: 69.95, V_X: -1.00, V_Y: -20.01, P: 19.96, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.93, X: 67.07, Y: 69.91, V_X: -1.00, V_Y: -20.00, P: 19.96, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.93, X: 67.07, Y: 69.88, V_X: -1.00, V_Y: -20.00, P: 19.96, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.94, X: 67.06, Y: 69.84, V_X: -1.00, V_Y: -19.99, P: 19.95, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.94, X: 67.06, Y: 69.81, V_X: -1.00, V_Y: -20.01, P: 19.95, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.94, X: 67.06, Y: 69.77, V_X: -1.00, V_Y: -20.00, P: 19.95, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.94, X: 67.06, Y: 69.75, V_X: -1.00, V_Y: -20.00, P: 19.95, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.94, X: 67.06, Y: 69.72, V_X: -1.00, V_Y: -19.99, P: 19.95, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.94, X: 67.06, Y: 69.68, V_X: -1.00, V_Y: -20.01, P: 19.95, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.95, X: 67.05, Y: 69.65, V_X: -1.00, V_Y: -20.00, P: 19.95, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.95, X: 67.05, Y: 69.64, V_X: -1.00, V_Y: -20.00, P: 19.95, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.95, X: 67.05, Y: 69.60, V_X: -1.00, V_Y: -20.00, P: 19.95, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.95, X: 67.05, Y: 69.56, V_X: -1.00, V_Y: -20.01, P: 19.95, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.95, X: 67.05, Y: 69.50, V_X: -1.00, V_Y: -19.99, P: 19.94, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.96, X: 67.04, Y: 69.46, V_X: -1.00, V_Y: -20.01, P: 19.94, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.96, X: 67.04, Y: 69.41, V_X: -1.00, V_Y: -20.00, P: 19.94, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.96, X: 67.04, Y: 69.38, V_X: -1.00, V_Y: -20.01, P: 19.94, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.96, X: 67.04, Y: 69.33, V_X: -1.00, V_Y: -20.00, P: 19.94, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.96, X: 67.04, Y: 69.30, V_X: -1.00, V_Y: -20.01, P: 19.94, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.97, X: 67.03, Y: 69.25, V_X: -1.00, V_Y: -19.99, P: 19.94, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.97, X: 67.03, Y: 69.20, V_X: -1.00, V_Y: -20.01, P: 19.94, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.97, X: 67.03, Y: 69.14, V_X: -1.00, V_Y: -19.99, P: 19.93, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.97, X: 67.03, Y: 69.11, V_X: -1.00, V_Y: -20.01, P: 19.93, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.97, X: 67.03, Y: 69.08, V_X: -1.00, V_Y: -20.00, P: 19.93, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.98, X: 67.02, Y: 69.07, V_X: -1.00, V_Y: -20.00, P: 19.93, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.98, X: 67.02, Y: 69.04, V_X: -1.00, V_Y: -20.00, P: 19.93, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.98, X: 67.02, Y: 69.01, V_X: -1.00, V_Y: -20.01, P: 19.93, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.98, X: 67.02, Y: 68.96, V_X: -1.00, V_Y: -19.99, P: 19.93, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.98, X: 67.02, Y: 68.93, V_X: -1.00, V_Y: -20.01, P: 19.93, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.98, X: 67.02, Y: 68.89, V_X: -1.00, V_Y: -20.00, P: 19.93, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.99, X: 67.01, Y: 68.84, V_X: -1.00, V_Y: -20.01, P: 19.93, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.99, X: 67.01, Y: 68.79, V_X: -1.00, V_Y: -20.00, P: 19.92, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.99, X: 67.01, Y: 68.78, V_X: -1.00, V_Y: -20.00, P: 19.92, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.99, X: 67.01, Y: 68.74, V_X: -1.00, V_Y: -20.00, P: 19.92, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.99, X: 67.01, Y: 68.71, V_X: -1.00, V_Y: -20.01, P: 19.92, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.00, X: 67.00, Y: 68.66, V_X: -1.00, V_Y: -19.99, P: 19.92, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.00, X: 67.00, Y: 68.63, V_X: -1.00, V_Y: -20.01, P: 19.92, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.00, X: 67.00, Y: 68.60, V_X: -1.00, V_Y: -20.00, P: 19.92, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.00, X: 67.00, Y: 68.58, V_X: -1.00, V_Y: -20.00, P: 19.92, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.00, X: 67.00, Y: 68.54, V_X: -1.00, V_Y: -19.99, P: 19.92, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.00, X: 67.00, Y: 68.50, V_X: -1.00, V_Y: -20.01, P: 19.92, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.01, X: 66.99, Y: 68.44, V_X: -1.00, V_Y: -19.99, P: 19.91, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.01, X: 66.99, Y: 68.40, V_X: -1.00, V_Y: -20.01, P: 19.91, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.01, X: 66.99, Y: 68.37, V_X: -1.00, V_Y: -20.00, P: 19.91, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.01, X: 66.99, Y: 68.36, V_X: -1.00, V_Y: -20.00, P: 19.91, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.01, X: 66.99, Y: 68.33, V_X: -1.00, V_Y: -19.99, P: 19.91, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.01, X: 66.99, Y: 68.29, V_X: -1.00, V_Y: -20.01, P: 19.91, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.02, X: 66.98, Y: 68.26, V_X: -1.00, V_Y: -20.00, P: 19.91, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.02, X: 66.98, Y: 68.24, V_X: -1.00, V_Y: -20.00, P: 19.91, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.02, X: 66.98, Y: 68.20, V_X: -1.00, V_Y: -19.99, P: 19.91, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.02, X: 66.98, Y: 68.12, V_X: -1.00, V_Y: -20.02, P: 19.91, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.03, X: 66.97, Y: 68.01, V_X: -1.00, V_Y: -19.99, P: 19.90, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.03, X: 66.97, Y: 67.97, V_X: -1.00, V_Y: -20.01, P: 19.90, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.03, X: 66.97, Y: 67.91, V_X: -1.00, V_Y: -19.99, P: 19.90, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.04, X: 66.96, Y: 67.86, V_X: -1.00, V_Y: -20.01, P: 19.90, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.04, X: 66.96, Y: 67.78, V_X: -1.00, V_Y: -20.00, P: 19.89, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.04, X: 66.96, Y: 67.76, V_X: -1.00, V_Y: -20.00, P: 19.89, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.04, X: 66.96, Y: 67.73, V_X: -1.00, V_Y: -19.99, P: 19.89, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.04, X: 66.96, Y: 67.70, V_X: -1.00, V_Y: -20.01, P: 19.89, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.05, X: 66.95, Y: 67.66, V_X: -1.00, V_Y: -20.00, P: 19.89, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.05, X: 66.95, Y: 67.65, V_X: -1.00, V_Y: -20.00, P: 19.89, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.05, X: 66.95, Y: 67.62, V_X: -1.00, V_Y: -20.00, P: 19.89, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.05, X: 66.95, Y: 67.58, V_X: -1.00, V_Y: -20.01, P: 19.89, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.05, X: 66.95, Y: 67.53, V_X: -1.00, V_Y: -19.99, P: 19.89, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.05, X: 66.95, Y: 67.50, V_X: -1.00, V_Y: -20.01, P: 19.89, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.06, X: 66.94, Y: 67.46, V_X: -1.00, V_Y: -20.00, P: 19.88, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.06, X: 66.94, Y: 67.43, V_X: -1.00, V_Y: -20.01, P: 19.88, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.06, X: 66.94, Y: 67.39, V_X: -1.00, V_Y: -20.00, P: 19.88, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.06, X: 66.94, Y: 67.35, V_X: -1.00, V_Y: -20.01, P: 19.88, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.06, X: 66.94, Y: 67.30, V_X: -1.00, V_Y: -20.00, P: 19.88, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.07, X: 66.93, Y: 67.27, V_X: -1.00, V_Y: -20.01, P: 19.88, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.07, X: 66.93, Y: 67.21, V_X: -1.00, V_Y: -19.99, P: 19.88, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.07, X: 66.93, Y: 67.17, V_X: -1.00, V_Y: -20.01, P: 19.88, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.07, X: 66.93, Y: 67.12, V_X: -1.00, V_Y: -19.99, P: 19.87, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
