Cas: 0.00, X: 100.00, Y: 50.00, V_X: 0.00, V_Y: 5.00, P: 20.00, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.43, X: 100.00, Y: 49.99, V_X: 0.00, V_Y: -5.01, P: 20.00, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.53, X: 100.00, Y: 49.51, V_X: 0.00, V_Y: -4.50, P: 19.90, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.53, X: 100.00, Y: 49.50, V_X: 0.00, V_Y: -4.51, P: 19.90, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.54, X: 100.00, Y: 49.49, V_X: 0.00, V_Y: -4.49, P: 19.89, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.54, X: 100.00, Y: 49.46, V_X: 0.00, V_Y: -4.54, P: 19.89, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.55, X: 100.00, Y: 49.42, V_X: 0.00, V_Y: -4.50, P: 19.89, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.55, X: 100.00, Y: 49.41, V_X: 0.00, V_Y: -4.50, P: 19.89, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.56, X: 100.00, Y: 49.40, V_X: 0.00, V_Y: -4.49, P: 19.88, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.56, X: 100.00, Y: 49.38, V_X: 0.00, V_Y: -4.53, P: 19.88, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.57, X: 100.00, Y: 49.34, V_X: 0.00, V_Y: -4.49, P: 19.88, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.57, X: 100.00, Y: 49.33, V_X: 0.00, V_Y: -4.51, P: 19.88, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.57, X: 100.00, Y: 49.32, V_X: 0.00, V_Y: -4.50, P: 19.87, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.58, X: 100.00, Y: 49.30, V_X: 0.00, V_Y: -4.53, P: 19.87, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.58, X: 100.00, Y: 49.27, V_X: 0.00, V_Y: -4.50, P: 19.87, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.59, X: 100.00, Y: 49.26, V_X: 0.00, V_Y: -4.51, P: 19.87, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.59, X: 100.00, Y: 49.25, V_X: 0.00, V_Y: -4.50, P: 19.86, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.59, X: 100.00, Y: 49.24, V_X: 0.00, V_Y: -4.52, P: 19.86, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.60, X: 100.00, Y: 49.22, V_X: 0.00, V_Y: -4.49, P: 19.86, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.60, X: 100.00, Y: 49.20, V_X: 0.00, V_Y: -4.52, P: 19.86, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.60, X: 100.00, Y: 49.18, V_X: 0.00, V_Y: -4.49, P: 19.86, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.61, X: 100.00, Y: 49.17, V_X: 0.00, V_Y: -4.51, P: 19.86, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.61, X: 100.00, Y: 49.15, V_X: 0.00, V_Y: -4.48, P: 19.85, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.61, X: 100.00, Y: 49.14, V_X: 0.00, V_Y: -4.50, P: 19.85, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.62, X: 100.00, Y: 49.13, V_X: 0.00, V_Y: -4.50, P: 19.85, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.62, X: 100.00, Y: 49.12, V_X: 0.00, V_Y: -4.52, P: 19.85, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.62, X: 100.00, Y: 49.10, V_X: 0.00, V_Y: -4.50, P: 19.84, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.62, X: 100.00, Y: 49.09, V_X: 0.00, V_Y: -4.50, P: 19.84, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.63, X: 100.00, Y: 49.08, V_X: 0.00, V_Y: -4.49, P: 19.84, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.63, X: 100.00, Y: 49.07, V_X: 0.00, V_Y: -4.52, P: 19.84, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.63, X: 100.00, Y: 49.05, V_X: 0.00, V_Y: -4.49, P: 19.84, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.64, X: 100.00, Y: 49.04, V_X: 0.00, V_Y: -4.51, P: 19.84, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.64, X: 100.00, Y: 49.02, V_X: 0.00, V_Y: -4.49, P: 19.83, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.64, X: 100.00, Y: 49.01, V_X: 0.00, V_Y: -4.51, P: 19.83, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.65, X: 100.00, Y: 48.99, V_X: 0.00, V_Y: -4.49, P: 19.83, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.65, X: 100.00, Y: 48.98, V_X: 0.00, V_Y: -4.51, P: 19.83, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.65, X: 100.00, Y: 48.97, V_X: 0.00, V_Y: -4.50, P: 19.83, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.65, X: 100.00, Y: 48.96, V_X: 0.00, V_Y: -4.50, P: 19.83, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.66, X: 100.00, Y: 48.95, V_X: 0.00, V_Y: -4.49, P: 19.83, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.66, X: 100.00, Y: 48.94, V_X: 0.00, V_Y: -4.51, P: 19.83, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.66, X: 100.00, Y: 48.93, V_X: 0.00, V_Y: -4.50, P: 19.82, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.66, X: 100.00, Y: 48.92, V_X: 0.00, V_Y: -4.52, P: 19.82, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.67, X: 100.00, Y: 48.90, V_X: 0.00, V_Y: -4.49, P: 19.82, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.67, X: 100.00, Y: 48.89, V_X: 0.00, V_Y: -4.51, P: 19.82, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.67, X: 100.00, Y: 48.87, V_X: 0.00, V_Y: -4.49, P: 19.82, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.68, X: 100.00, Y: 48.86, V_X: 0.00, V_Y: -4.51, P: 19.82, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.68, X: 100.00, Y: 48.85, V_X: 0.00, V_Y: -4.50, P: 19.81, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.68, X: 100.00, Y: 48.85, V_X: 0.00, V_Y: -4.51, P: 19.81, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.68, X: 100.00, Y: 48.83, V_X: 0.00, V_Y: -4.48, P: 19.81, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.69, X: 100.00, Y: 48.81, V_X: 0.00, V_Y: -4.51, P: 19.81, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.69, X: 100.00, Y: 48.80, V_X: 0.00, V_Y: -4.50, P: 19.81, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.69, X: 100.00, Y: 48.79, V_X: 0.00, V_Y: -4.50, P: 19.81, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.69, X: 100.00, Y: 48.78, V_X: 0.00, V_Y: -4.49, P: 19.80, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.69, X: 100.00, Y: 48.77, V_X: 0.00, V_Y: -4.51, P: 19.80, L: 40.00, R: 90.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.70, X: 100.00, Y: 48.77, V_X: 0.00, V_Y: -4.50, P: 19.80, L: 40.00, R: 90.00, nahoru: 0, doleva: 0, doprava: 0
