Cas: 0.00, X: 150.00, Y: 120.00, V_X: 0.00, V_Y: -3.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.02, X: 150.00, Y: 119.94, V_X: 0.00, V_Y: -3.15, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.70, X: 141.50, Y: 104.72, V_X: -10.10, V_Y: -14.93, P: 24.16, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 2.50, X: 131.49, Y: 94.37, V_X: -14.90, V_Y: -10.93, P: 22.96, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.55, X: 130.76, Y: 93.83, V_X: -14.60, V_Y: -10.68, P: 22.88, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 2.60, X: 130.02, Y: 93.30, V_X: -14.90, V_Y: -10.43, P: 22.81, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.66, X: 129.27, Y: 92.78, V_X: -14.60, V_Y: -10.18, P: 22.73, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 2.72, X: 128.29, Y: 92.11, V_X: -15.00, V_Y: -9.85, P: 22.63, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.77, X: 127.55, Y: 91.63, V_X: -14.70, V_Y: -9.60, P: 22.56, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 2.80, X: 127.06, Y: 91.31, V_X: -14.90, V_Y: -9.43, P: 22.51, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.84, X: 126.55, Y: 91.00, V_X: -14.69, V_Y: -9.26, P: 22.46, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 2.89, X: 125.82, Y: 90.54, V_X: -14.99, V_Y: -9.02, P: 22.38, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.94, X: 125.08, Y: 90.10, V_X: -14.69, V_Y: -8.76, P: 22.31, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 2.99, X: 124.34, Y: 89.67, V_X: -14.99, V_Y: -8.51, P: 22.23, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.04, X: 123.59, Y: 89.25, V_X: -14.69, V_Y: -8.26, P: 22.16, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.09, X: 122.86, Y: 88.85, V_X: -14.98, V_Y: -8.02, P: 22.08, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.14, X: 122.09, Y: 88.44, V_X: -14.67, V_Y: -7.76, P: 22.01, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.19, X: 121.36, Y: 88.06, V_X: -14.97, V_Y: -7.51, P: 21.93, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.24, X: 120.62, Y: 87.69, V_X: -14.67, V_Y: -7.26, P: 21.86, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.29, X: 119.89, Y: 87.34, V_X: -14.97, V_Y: -7.01, P: 21.78, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.34, X: 119.15, Y: 86.99, V_X: -14.67, V_Y: -6.76, P: 21.71, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.39, X: 118.41, Y: 86.66, V_X: -14.97, V_Y: -6.51, P: 21.63, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.44, X: 117.66, Y: 86.34, V_X: -14.67, V_Y: -6.26, P: 21.56, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.49, X: 116.91, Y: 86.03, V_X: -14.97, V_Y: -6.01, P: 21.48, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.54, X: 116.17, Y: 85.74, V_X: -14.67, V_Y: -5.76, P: 21.41, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.59, X: 115.45, Y: 85.46, V_X: -14.97, V_Y: -5.52, P: 21.33, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.64, X: 114.71, Y: 85.19, V_X: -14.66, V_Y: -5.27, P: 21.26, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.69, X: 113.96, Y: 84.93, V_X: -14.97, V_Y: -5.01, P: 21.18, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.74, X: 113.22, Y: 84.69, V_X: -14.67, V_Y: -4.77, P: 21.11, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.79, X: 112.46, Y: 84.45, V_X: -14.98, V_Y: -4.51, P: 21.03, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.84, X: 111.74, Y: 84.24, V_X: -14.69, V_Y: -4.27, P: 20.96, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.89, X: 110.98, Y: 84.03, V_X: -14.99, V_Y: -4.01, P: 20.88, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 3.94, X: 110.25, Y: 83.83, V_X: -14.70, V_Y: -3.76, P: 20.81, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 3.97, X: 109.76, Y: 83.71, V_X: -14.90, V_Y: -3.60, P: 20.76, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 4.01, X: 109.26, Y: 83.59, V_X: -14.70, V_Y: -3.43, P: 20.71, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 4.04, X: 108.77, Y: 83.48, V_X: -14.90, V_Y: -3.26, P: 20.66, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 4.07, X: 108.27, Y: 83.37, V_X: -14.69, V_Y: -3.09, P: 20.61, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 4.12, X: 107.54, Y: 83.23, V_X: -14.99, V_Y: -2.85, P: 20.53, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 4.17, X: 106.79, Y: 83.09, V_X: -14.69, V_Y: -2.60, P: 20.46, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 4.22, X: 106.05, Y: 82.97, V_X: -14.99, V_Y: -2.35, P: 20.38, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 4.27, X: 105.31, Y: 82.86, V_X: -14.69, V_Y: -2.10, P: 20.31, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 4.32, X: 104.57, Y: 82.76, V_X: -14.99, V_Y: -1.85, P: 20.23, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 4.37, X: 103.82, Y: 82.67, V_X: -14.68, V_Y: -1.60, P: 20.16, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
