Cas: 0.00, X: 150.00, Y: 120.00, V_X: 0.00, V_Y: -3.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.02, X: 150.00, Y: 119.95, V_X: 0.00, V_Y: -3.11, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.50, X: 143.36, Y: 107.58, V_X: -8.92, V_Y: -13.52, P: 24.26, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.51, X: 143.29, Y: 107.47, V_X: -8.98, V_Y: -13.48, P: 24.24, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.52, X: 143.24, Y: 107.40, V_X: -9.01, V_Y: -13.51, P: 24.24, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.52, X: 143.19, Y: 107.32, V_X: -9.04, V_Y: -13.49, P: 24.23, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.53, X: 143.15, Y: 107.26, V_X: -9.07, V_Y: -13.52, P: 24.23, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.54, X: 143.08, Y: 107.15, V_X: -9.12, V_Y: -13.48, P: 24.22, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.54, X: 143.03, Y: 107.08, V_X: -9.15, V_Y: -13.52, P: 24.22, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.55, X: 142.96, Y: 106.98, V_X: -9.19, V_Y: -13.48, P: 24.20, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.55, X: 142.91, Y: 106.91, V_X: -9.22, V_Y: -13.52, P: 24.20, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.56, X: 142.87, Y: 106.84, V_X: -9.25, V_Y: -13.49, P: 24.19, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.56, X: 142.82, Y: 106.78, V_X: -9.28, V_Y: -13.52, P: 24.19, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.57, X: 142.73, Y: 106.65, V_X: -9.34, V_Y: -13.48, P: 24.18, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.58, X: 142.69, Y: 106.58, V_X: -9.37, V_Y: -13.51, P: 24.18, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
Cas: 1.58, X: 142.64, Y: 106.51, V_X: -9.40, V_Y: -13.49, P: 24.17, L: 20.00, R: 80.00, nahoru: 0, doleva: 1, doprava: 0
Cas: 1.59, X: 142.59, Y: 106.44, V_X: -9.43, V_Y: -13.52, P: 24.16, L: 20.00, R: 80.00, nahoru: 1, doleva: 1, doprava: 0
