Cas: 0.00, X: 150.00, Y: 120.00, V_X: 0.00, V_Y: -3.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.29, X: 150.00, Y: 118.83, V_X: 0.00, V_Y: -5.04, P: 25.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.34, X: 150.00, Y: 118.59, V_X: 0.00, V_Y: -4.79, P: 24.95, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.37, X: 150.00, Y: 118.42, V_X: 0.00, V_Y: -5.02, P: 24.95, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.43, X: 150.00, Y: 118.17, V_X: 0.00, V_Y: -4.77, P: 24.90, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.47, X: 150.00, Y: 117.93, V_X: 0.00, V_Y: -5.11, P: 24.90, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.54, X: 150.00, Y: 117.59, V_X: 0.00, V_Y: -4.78, P: 24.83, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.59, X: 150.00, Y: 117.35, V_X: 0.00, V_Y: -5.12, P: 24.83, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.66, X: 150.00, Y: 117.02, V_X: 0.00, V_Y: -4.78, P: 24.76, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.71, X: 150.00, Y: 116.77, V_X: 0.00, V_Y: -5.13, P: 24.76, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.77, X: 150.00, Y: 116.44, V_X: 0.00, V_Y: -4.79, P: 24.70, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.81, X: 150.00, Y: 116.28, V_X: 0.00, V_Y: -5.03, P: 24.70, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.86, X: 150.00, Y: 116.03, V_X: 0.00, V_Y: -4.77, P: 24.65, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.91, X: 150.00, Y: 115.78, V_X: 0.00, V_Y: -5.12, P: 24.65, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.98, X: 150.00, Y: 115.45, V_X: 0.00, V_Y: -4.79, P: 24.58, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.01, X: 150.00, Y: 115.29, V_X: 0.00, V_Y: -5.02, P: 24.58, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.06, X: 150.00, Y: 115.05, V_X: 0.00, V_Y: -4.77, P: 24.53, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.11, X: 150.00, Y: 114.80, V_X: 0.00, V_Y: -5.12, P: 24.53, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.17, X: 150.00, Y: 114.47, V_X: 0.00, V_Y: -4.78, P: 24.46, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.23, X: 150.00, Y: 114.22, V_X: 0.00, V_Y: -5.14, P: 24.46, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.29, X: 150.00, Y: 113.89, V_X: 0.00, V_Y: -4.81, P: 24.40, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.32, X: 150.00, Y: 113.73, V_X: 0.00, V_Y: -5.05, P: 24.40, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.38, X: 150.00, Y: 113.48, V_X: 0.00, V_Y: -4.80, P: 24.35, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.41, X: 150.00, Y: 113.32, V_X: 0.00, V_Y: -5.03, P: 24.35, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.46, X: 150.00, Y: 113.07, V_X: 0.00, V_Y: -4.77, P: 24.30, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.51, X: 150.00, Y: 112.82, V_X: 0.00, V_Y: -5.12, P: 24.30, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.57, X: 150.00, Y: 112.50, V_X: 0.00, V_Y: -4.80, P: 24.23, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.61, X: 150.00, Y: 112.33, V_X: 0.00, V_Y: -5.03, P: 24.23, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.66, X: 150.00, Y: 112.09, V_X: 0.00, V_Y: -4.78, P: 24.18, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.69, X: 150.00, Y: 111.92, V_X: 0.00, V_Y: -5.02, P: 24.18, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.74, X: 150.00, Y: 111.68, V_X: 0.00, V_Y: -4.77, P: 24.13, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.79, X: 150.00, Y: 111.43, V_X: 0.00, V_Y: -5.11, P: 24.13, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
