Cas: 0.00, X: 100.00, Y: 30.00, V_X: 0.00, V_Y: 0.00, P: 15.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.73, X: 100.00, Y: 28.15, V_X: 0.00, V_Y: -5.09, P: 15.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.79, X: 100.00, Y: 27.82, V_X: 0.00, V_Y: -4.76, P: 14.93, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.84, X: 100.00, Y: 27.57, V_X: 0.00, V_Y: -5.11, P: 14.93, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.91, X: 100.00, Y: 27.24, V_X: 0.00, V_Y: -4.78, P: 14.87, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.96, X: 100.00, Y: 26.99, V_X: 0.00, V_Y: -5.13, P: 14.87, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.03, X: 100.00, Y: 26.66, V_X: 0.00, V_Y: -4.80, P: 14.80, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.06, X: 100.00, Y: 26.50, V_X: 0.00, V_Y: -5.03, P: 14.80, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.11, X: 100.00, Y: 26.25, V_X: 0.00, V_Y: -4.78, P: 14.75, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.16, X: 100.00, Y: 26.01, V_X: 0.00, V_Y: -5.13, P: 14.75, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.23, X: 100.00, Y: 25.68, V_X: 0.00, V_Y: -4.80, P: 14.68, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.26, X: 100.00, Y: 25.51, V_X: 0.00, V_Y: -5.03, P: 14.68, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.31, X: 100.00, Y: 25.27, V_X: 0.00, V_Y: -4.78, P: 14.63, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.34, X: 100.00, Y: 25.10, V_X: 0.00, V_Y: -5.01, P: 14.63, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.40, X: 100.00, Y: 24.85, V_X: 0.00, V_Y: -4.76, P: 14.58, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.45, X: 100.00, Y: 24.61, V_X: 0.00, V_Y: -5.10, P: 14.58, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.51, X: 100.00, Y: 24.28, V_X: 0.00, V_Y: -4.77, P: 14.52, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.56, X: 100.00, Y: 24.03, V_X: 0.00, V_Y: -5.13, P: 14.52, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.63, X: 100.00, Y: 23.70, V_X: 0.00, V_Y: -4.80, P: 14.45, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.66, X: 100.00, Y: 23.54, V_X: 0.00, V_Y: -5.04, P: 14.45, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.71, X: 100.00, Y: 23.29, V_X: 0.00, V_Y: -4.79, P: 14.40, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.76, X: 100.00, Y: 23.05, V_X: 0.00, V_Y: -5.13, P: 14.40, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.83, X: 100.00, Y: 22.71, V_X: 0.00, V_Y: -4.79, P: 14.33, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.86, X: 100.00, Y: 22.55, V_X: 0.00, V_Y: -5.02, P: 14.33, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.91, X: 100.00, Y: 22.31, V_X: 0.00, V_Y: -4.78, P: 14.28, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.94, X: 100.00, Y: 22.14, V_X: 0.00, V_Y: -5.01, P: 14.28, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.99, X: 100.00, Y: 21.90, V_X: 0.00, V_Y: -4.76, P: 14.23, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.04, X: 100.00, Y: 21.65, V_X: 0.00, V_Y: -5.11, P: 14.23, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.11, X: 100.00, Y: 21.32, V_X: 0.00, V_Y: -4.78, P: 14.17, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.16, X: 100.00, Y: 21.08, V_X: 0.00, V_Y: -5.12, P: 14.17, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.23, X: 100.00, Y: 20.75, V_X: 0.00, V_Y: -4.79, P: 14.10, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.26, X: 100.00, Y: 20.58, V_X: 0.00, V_Y: -5.03, P: 14.10, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.31, X: 100.00, Y: 20.33, V_X: 0.00, V_Y: -4.77, P: 14.05, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.36, X: 100.00, Y: 20.08, V_X: 0.00, V_Y: -5.13, P: 14.05, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.43, X: 100.00, Y: 19.76, V_X: 0.00, V_Y: -4.80, P: 13.98, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.46, X: 100.00, Y: 19.59, V_X: 0.00, V_Y: -5.04, P: 13.98, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.51, X: 100.00, Y: 19.35, V_X: 0.00, V_Y: -4.79, P: 13.93, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.55, X: 100.00, Y: 19.18, V_X: 0.00, V_Y: -5.02, P: 13.93, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.60, X: 100.00, Y: 18.94, V_X: 0.00, V_Y: -4.77, P: 13.88, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.65, X: 100.00, Y: 18.69, V_X: 0.00, V_Y: -5.12, P: 13.88, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.71, X: 100.00, Y: 18.36, V_X: 0.00, V_Y: -4.79, P: 13.82, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.74, X: 100.00, Y: 18.20, V_X: 0.00, V_Y: -5.02, P: 13.82, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.79, X: 100.00, Y: 17.96, V_X: 0.00, V_Y: -4.77, P: 13.77, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.84, X: 100.00, Y: 17.71, V_X: 0.00, V_Y: -5.13, P: 13.77, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.91, X: 100.00, Y: 17.37, V_X: 0.00, V_Y: -4.79, P: 13.70, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.94, X: 100.00, Y: 17.21, V_X: 0.00, V_Y: -5.02, P: 13.70, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.00, X: 100.00, Y: 16.97, V_X: 0.00, V_Y: -4.77, P: 13.65, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.04, X: 100.00, Y: 16.72, V_X: 0.00, V_Y: -5.12, P: 13.65, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.11, X: 100.00, Y: 16.39, V_X: 0.00, V_Y: -4.79, P: 13.58, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.14, X: 100.00, Y: 16.23, V_X: 0.00, V_Y: -5.02, P: 13.58, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.19, X: 100.00, Y: 15.98, V_X: 0.00, V_Y: -4.77, P: 13.53, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.24, X: 100.00, Y: 15.74, V_X: 0.00, V_Y: -5.12, P: 13.53, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.31, X: 100.00, Y: 15.40, V_X: 0.00, V_Y: -4.78, P: 13.47, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.36, X: 100.00, Y: 15.16, V_X: 0.00, V_Y: -5.13, P: 13.47, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.43, X: 100.00, Y: 14.83, V_X: 0.00, V_Y: -4.80, P: 13.40, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.46, X: 100.00, Y: 14.66, V_X: 0.00, V_Y: -5.04, P: 13.40, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.51, X: 100.00, Y: 14.42, V_X: 0.00, V_Y: -4.79, P: 13.35, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.54, X: 100.00, Y: 14.25, V_X: 0.00, V_Y: -5.02, P: 13.35, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.59, X: 100.00, Y: 14.01, V_X: 0.00, V_Y: -4.77, P: 13.30, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.64, X: 100.00, Y: 13.76, V_X: 0.00, V_Y: -5.12, P: 13.30, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.71, X: 100.00, Y: 13.43, V_X: 0.00, V_Y: -4.78, P: 13.23, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.76, X: 100.00, Y: 13.18, V_X: 0.00, V_Y: -5.13, P: 13.23, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.83, X: 100.00, Y: 12.85, V_X: 0.00, V_Y: -4.80, P: 13.17, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.86, X: 100.00, Y: 12.69, V_X: 0.00, V_Y: -5.02, P: 13.17, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.91, X: 100.00, Y: 12.44, V_X: 0.00, V_Y: -4.76, P: 13.12, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.96, X: 100.00, Y: 12.20, V_X: 0.00, V_Y: -5.11, P: 13.12, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.03, X: 100.00, Y: 11.87, V_X: 0.00, V_Y: -4.78, P: 13.05, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.08, X: 100.00, Y: 11.62, V_X: 0.00, V_Y: -5.13, P: 13.05, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.14, X: 100.00, Y: 11.29, V_X: 0.00, V_Y: -4.80, P: 12.98, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.18, X: 100.00, Y: 11.12, V_X: 0.00, V_Y: -5.03, P: 12.98, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.23, X: 100.00, Y: 10.88, V_X: 0.00, V_Y: -4.79, P: 12.93, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.26, X: 100.00, Y: 10.72, V_X: 0.00, V_Y: -5.02, P: 12.93, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.31, X: 100.00, Y: 10.47, V_X: 0.00, V_Y: -4.77, P: 12.88, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.36, X: 100.00, Y: 10.22, V_X: 0.00, V_Y: -5.12, P: 12.88, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.41, X: 100.00, Y: 10.00, V_X: 0.00, V_Y: -4.90, P: 12.84, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Krach!
