Cas: 0.00, X: 100.00, Y: 70.00, V_X: 0.00, V_Y: 0.00, P: 15.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.72, X: 100.00, Y: 68.18, V_X: 0.00, V_Y: -5.05, P: 15.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.77, X: 100.00, Y: 67.93, V_X: 0.00, V_Y: -4.80, P: 14.95, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.81, X: 100.00, Y: 67.77, V_X: 0.00, V_Y: -5.03, P: 14.95, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.86, X: 100.00, Y: 67.52, V_X: 0.00, V_Y: -4.78, P: 14.90, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.90, X: 100.00, Y: 67.27, V_X: 0.00, V_Y: -5.12, P: 14.90, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.97, X: 100.00, Y: 66.94, V_X: 0.00, V_Y: -4.78, P: 14.83, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.01, X: 100.00, Y: 66.77, V_X: 0.00, V_Y: -5.02, P: 14.83, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.06, X: 100.00, Y: 66.54, V_X: 0.00, V_Y: -4.78, P: 14.78, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.10, X: 100.00, Y: 66.29, V_X: 0.00, V_Y: -5.12, P: 14.78, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.17, X: 100.00, Y: 65.95, V_X: 0.00, V_Y: -4.79, P: 14.71, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.21, X: 100.00, Y: 65.79, V_X: 0.00, V_Y: -5.02, P: 14.71, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.26, X: 100.00, Y: 65.54, V_X: 0.00, V_Y: -4.77, P: 14.66, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.31, X: 100.00, Y: 65.30, V_X: 0.00, V_Y: -5.12, P: 14.66, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.37, X: 100.00, Y: 64.97, V_X: 0.00, V_Y: -4.78, P: 14.60, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.42, X: 100.00, Y: 64.72, V_X: 0.00, V_Y: -5.13, P: 14.60, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.49, X: 100.00, Y: 64.39, V_X: 0.00, V_Y: -4.80, P: 14.53, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.52, X: 100.00, Y: 64.23, V_X: 0.00, V_Y: -5.03, P: 14.53, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.57, X: 100.00, Y: 63.98, V_X: 0.00, V_Y: -4.78, P: 14.48, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.62, X: 100.00, Y: 63.73, V_X: 0.00, V_Y: -5.12, P: 14.48, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.69, X: 100.00, Y: 63.40, V_X: 0.00, V_Y: -4.79, P: 14.41, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.72, X: 100.00, Y: 63.24, V_X: 0.00, V_Y: -5.03, P: 14.41, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.77, X: 100.00, Y: 63.00, V_X: 0.00, V_Y: -4.78, P: 14.36, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.82, X: 100.00, Y: 62.75, V_X: 0.00, V_Y: -5.13, P: 14.36, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.89, X: 100.00, Y: 62.41, V_X: 0.00, V_Y: -4.79, P: 14.30, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.92, X: 100.00, Y: 62.26, V_X: 0.00, V_Y: -5.02, P: 14.30, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.97, X: 100.00, Y: 62.01, V_X: 0.00, V_Y: -4.77, P: 14.25, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.02, X: 100.00, Y: 61.76, V_X: 0.00, V_Y: -5.12, P: 14.25, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.09, X: 100.00, Y: 61.43, V_X: 0.00, V_Y: -4.78, P: 14.18, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.14, X: 100.00, Y: 61.19, V_X: 0.00, V_Y: -5.13, P: 14.18, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.21, X: 100.00, Y: 60.85, V_X: 0.00, V_Y: -4.79, P: 14.11, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.24, X: 100.00, Y: 60.69, V_X: 0.00, V_Y: -5.03, P: 14.11, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.29, X: 100.00, Y: 60.44, V_X: 0.00, V_Y: -4.78, P: 14.06, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.34, X: 100.00, Y: 60.20, V_X: 0.00, V_Y: -5.12, P: 14.06, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.41, X: 100.00, Y: 59.87, V_X: 0.00, V_Y: -4.78, P: 14.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.44, X: 100.00, Y: 59.70, V_X: 0.00, V_Y: -5.02, P: 14.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.49, X: 100.00, Y: 59.46, V_X: 0.00, V_Y: -4.78, P: 13.95, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.54, X: 100.00, Y: 59.21, V_X: 0.00, V_Y: -5.13, P: 13.95, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.61, X: 100.00, Y: 58.88, V_X: 0.00, V_Y: -4.80, P: 13.88, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.64, X: 100.00, Y: 58.71, V_X: 0.00, V_Y: -5.03, P: 13.88, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.69, X: 100.00, Y: 58.47, V_X: 0.00, V_Y: -4.79, P: 13.83, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.72, X: 100.00, Y: 58.31, V_X: 0.00, V_Y: -5.02, P: 13.83, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.77, X: 100.00, Y: 58.06, V_X: 0.00, V_Y: -4.77, P: 13.78, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.82, X: 100.00, Y: 57.82, V_X: 0.00, V_Y: -5.11, P: 13.78, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.89, X: 100.00, Y: 57.49, V_X: 0.00, V_Y: -4.78, P: 13.71, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.94, X: 100.00, Y: 57.24, V_X: 0.00, V_Y: -5.13, P: 13.71, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.01, X: 100.00, Y: 56.91, V_X: 0.00, V_Y: -4.79, P: 13.65, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.04, X: 100.00, Y: 56.74, V_X: 0.00, V_Y: -5.02, P: 13.65, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.09, X: 100.00, Y: 56.50, V_X: 0.00, V_Y: -4.77, P: 13.60, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.14, X: 100.00, Y: 56.25, V_X: 0.00, V_Y: -5.13, P: 13.60, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.21, X: 100.00, Y: 55.92, V_X: 0.00, V_Y: -4.80, P: 13.53, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.24, X: 100.00, Y: 55.76, V_X: 0.00, V_Y: -5.03, P: 13.53, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.29, X: 100.00, Y: 55.51, V_X: 0.00, V_Y: -4.78, P: 13.48, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.32, X: 100.00, Y: 55.35, V_X: 0.00, V_Y: -5.02, P: 13.48, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.37, X: 100.00, Y: 55.10, V_X: 0.00, V_Y: -4.77, P: 13.43, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.42, X: 100.00, Y: 54.86, V_X: 0.00, V_Y: -5.12, P: 13.43, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.49, X: 100.00, Y: 54.53, V_X: 0.00, V_Y: -4.79, P: 13.36, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.52, X: 100.00, Y: 54.36, V_X: 0.00, V_Y: -5.02, P: 13.36, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.57, X: 100.00, Y: 54.12, V_X: 0.00, V_Y: -4.78, P: 13.31, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.62, X: 100.00, Y: 53.87, V_X: 0.00, V_Y: -5.13, P: 13.31, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.69, X: 100.00, Y: 53.54, V_X: 0.00, V_Y: -4.80, P: 13.25, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
