Cas: 0.00, X: 150.00, Y: 50.00, V_X: 2.00, V_Y: 0.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.72, X: 151.43, Y: 48.20, V_X: 2.00, V_Y: -5.01, P: 25.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.77, X: 151.53, Y: 47.96, V_X: 2.00, V_Y: -4.76, P: 24.95, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.82, X: 151.63, Y: 47.71, V_X: 2.00, V_Y: -5.12, P: 24.95, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.88, X: 151.77, Y: 47.38, V_X: 2.00, V_Y: -4.79, P: 24.88, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.92, X: 151.83, Y: 47.22, V_X: 2.00, V_Y: -5.02, P: 24.88, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.97, X: 151.93, Y: 46.97, V_X: 2.00, V_Y: -4.77, P: 24.83, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.02, X: 152.03, Y: 46.73, V_X: 2.00, V_Y: -5.12, P: 24.83, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.08, X: 152.17, Y: 46.39, V_X: 2.00, V_Y: -4.79, P: 24.77, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.12, X: 152.23, Y: 46.23, V_X: 2.00, V_Y: -5.03, P: 24.77, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.17, X: 152.33, Y: 45.99, V_X: 2.00, V_Y: -4.78, P: 24.72, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.20, X: 152.40, Y: 45.82, V_X: 2.00, V_Y: -5.02, P: 24.72, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.25, X: 152.50, Y: 45.57, V_X: 2.00, V_Y: -4.77, P: 24.67, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.30, X: 152.60, Y: 45.33, V_X: 2.00, V_Y: -5.11, P: 24.67, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.37, X: 152.73, Y: 45.00, V_X: 2.00, V_Y: -4.78, P: 24.60, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.40, X: 152.80, Y: 44.83, V_X: 2.00, V_Y: -5.03, P: 24.60, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.45, X: 152.90, Y: 44.59, V_X: 2.00, V_Y: -4.78, P: 24.55, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.50, X: 153.00, Y: 44.34, V_X: 2.00, V_Y: -5.13, P: 24.55, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.57, X: 153.13, Y: 44.01, V_X: 2.00, V_Y: -4.79, P: 24.48, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.62, X: 153.23, Y: 43.77, V_X: 2.00, V_Y: -5.13, P: 24.48, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.68, X: 153.37, Y: 43.43, V_X: 2.00, V_Y: -4.80, P: 24.42, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.72, X: 153.43, Y: 43.27, V_X: 2.00, V_Y: -5.02, P: 24.42, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.77, X: 153.53, Y: 43.03, V_X: 2.00, V_Y: -4.77, P: 24.37, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.82, X: 153.63, Y: 42.78, V_X: 2.00, V_Y: -5.13, P: 24.37, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.89, X: 153.77, Y: 42.43, V_X: 2.00, V_Y: -4.77, P: 24.30, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.93, X: 153.87, Y: 42.20, V_X: 2.00, V_Y: -5.09, P: 24.30, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.00, X: 154.00, Y: 41.88, V_X: 2.00, V_Y: -4.76, P: 24.23, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.05, X: 154.10, Y: 41.63, V_X: 2.00, V_Y: -5.11, P: 24.23, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.12, X: 154.23, Y: 41.30, V_X: 2.00, V_Y: -4.78, P: 24.16, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.17, X: 154.33, Y: 41.05, V_X: 2.00, V_Y: -5.13, P: 24.16, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.23, X: 154.47, Y: 40.72, V_X: 2.00, V_Y: -4.80, P: 24.10, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.27, X: 154.53, Y: 40.55, V_X: 2.00, V_Y: -5.04, P: 24.10, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.32, X: 154.63, Y: 40.31, V_X: 2.00, V_Y: -4.79, P: 24.05, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.35, X: 154.70, Y: 40.15, V_X: 2.00, V_Y: -5.02, P: 24.05, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.40, X: 154.80, Y: 39.90, V_X: 2.00, V_Y: -4.77, P: 24.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.45, X: 154.90, Y: 39.65, V_X: 2.00, V_Y: -5.12, P: 24.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.52, X: 155.03, Y: 39.32, V_X: 2.00, V_Y: -4.79, P: 23.93, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.55, X: 155.10, Y: 39.16, V_X: 2.00, V_Y: -5.02, P: 23.93, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.60, X: 155.20, Y: 38.92, V_X: 2.00, V_Y: -4.77, P: 23.88, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.65, X: 155.30, Y: 38.67, V_X: 2.00, V_Y: -5.11, P: 23.88, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.72, X: 155.43, Y: 38.34, V_X: 2.00, V_Y: -4.78, P: 23.81, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.77, X: 155.53, Y: 38.09, V_X: 2.00, V_Y: -5.14, P: 23.81, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.83, X: 155.67, Y: 37.76, V_X: 2.00, V_Y: -4.81, P: 23.75, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.87, X: 155.73, Y: 37.59, V_X: 2.00, V_Y: -5.04, P: 23.75, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
