Cas: 0.00, X: 100.00, Y: 100.00, V_X: 0.00, V_Y: -10.00, P: 15.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.85, X: 100.00, Y: 88.95, V_X: 0.00, V_Y: -15.96, P: 15.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.11, X: 100.00, Y: 84.92, V_X: 0.00, V_Y: -14.64, P: 14.74, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.17, X: 100.00, Y: 84.12, V_X: 0.00, V_Y: -15.02, P: 14.74, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.43, X: 100.00, Y: 80.39, V_X: 0.00, V_Y: -13.72, P: 14.48, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.48, X: 100.00, Y: 79.61, V_X: 0.00, V_Y: -14.11, P: 14.48, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.66, X: 100.00, Y: 77.25, V_X: 0.00, V_Y: -13.25, P: 14.30, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.69, X: 100.00, Y: 76.82, V_X: 0.00, V_Y: -13.47, P: 14.30, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.86, X: 100.00, Y: 74.58, V_X: 0.00, V_Y: -12.61, P: 14.13, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.91, X: 100.00, Y: 73.91, V_X: 0.00, V_Y: -12.98, P: 14.13, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.08, X: 100.00, Y: 71.78, V_X: 0.00, V_Y: -12.13, P: 13.96, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.12, X: 100.00, Y: 71.27, V_X: 0.00, V_Y: -12.43, P: 13.96, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.29, X: 100.00, Y: 69.26, V_X: 0.00, V_Y: -11.59, P: 13.80, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.33, X: 100.00, Y: 68.77, V_X: 0.00, V_Y: -11.88, P: 13.80, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.50, X: 100.00, Y: 66.86, V_X: 0.00, V_Y: -11.05, P: 13.63, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.55, X: 100.00, Y: 66.29, V_X: 0.00, V_Y: -11.40, P: 13.63, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.72, X: 100.00, Y: 64.48, V_X: 0.00, V_Y: -10.58, P: 13.46, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.77, X: 100.00, Y: 63.93, V_X: 0.00, V_Y: -10.94, P: 13.46, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.93, X: 100.00, Y: 62.21, V_X: 0.00, V_Y: -10.13, P: 13.30, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.98, X: 100.00, Y: 61.69, V_X: 0.00, V_Y: -10.48, P: 13.30, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.14, X: 100.00, Y: 60.06, V_X: 0.00, V_Y: -9.67, P: 13.14, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.19, X: 100.00, Y: 59.57, V_X: 0.00, V_Y: -10.02, P: 13.14, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.35, X: 100.00, Y: 58.02, V_X: 0.00, V_Y: -9.22, P: 12.98, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.41, X: 100.00, Y: 57.46, V_X: 0.00, V_Y: -9.63, P: 12.98, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.57, X: 100.00, Y: 55.99, V_X: 0.00, V_Y: -8.84, P: 12.82, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.63, X: 100.00, Y: 55.45, V_X: 0.00, V_Y: -9.25, P: 12.82, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.79, X: 100.00, Y: 54.04, V_X: 0.00, V_Y: -8.45, P: 12.66, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.84, X: 100.00, Y: 53.61, V_X: 0.00, V_Y: -8.81, P: 12.66, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.00, X: 100.00, Y: 52.29, V_X: 0.00, V_Y: -8.02, P: 12.50, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.07, X: 100.00, Y: 51.72, V_X: 0.00, V_Y: -8.50, P: 12.50, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.22, X: 100.00, Y: 50.47, V_X: 0.00, V_Y: -7.73, P: 12.35, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.28, X: 100.00, Y: 50.01, V_X: 0.00, V_Y: -8.14, P: 12.35, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.43, X: 100.00, Y: 48.82, V_X: 0.00, V_Y: -7.37, P: 12.20, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
