Cas: 0.00, X: 100.00, Y: 150.00, V_X: 0.00, V_Y: 0.00, P: 20.00, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.08, X: 100.00, Y: 116.84, V_X: 0.00, V_Y: -21.55, P: 20.00, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.42, X: 100.00, Y: 109.76, V_X: 0.00, V_Y: -19.84, P: 19.66, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.44, X: 100.00, Y: 109.32, V_X: 0.00, V_Y: -20.00, P: 19.66, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.78, X: 100.00, Y: 102.82, V_X: 0.00, V_Y: -18.30, P: 19.32, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.83, X: 100.00, Y: 101.98, V_X: 0.00, V_Y: -18.62, P: 19.32, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.16, X: 100.00, Y: 96.01, V_X: 0.00, V_Y: -16.94, P: 18.98, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.21, X: 100.00, Y: 95.25, V_X: 0.00, V_Y: -17.25, P: 18.98, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.54, X: 100.00, Y: 89.79, V_X: 0.00, V_Y: -15.59, P: 18.65, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.59, X: 100.00, Y: 88.93, V_X: 0.00, V_Y: -15.97, P: 18.65, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.81, X: 100.00, Y: 85.54, V_X: 0.00, V_Y: -14.87, P: 18.43, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.86, X: 100.00, Y: 84.86, V_X: 0.00, V_Y: -15.18, P: 18.43, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.08, X: 100.00, Y: 81.66, V_X: 0.00, V_Y: -14.09, P: 18.21, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.12, X: 100.00, Y: 81.06, V_X: 0.00, V_Y: -14.39, P: 18.21, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
