Cas: 0.00, X: 100.00, Y: 60.00, V_X: 0.00, V_Y: -5.00, P: 15.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.16, X: 100.00, Y: 59.14, V_X: 0.00, V_Y: -6.09, P: 15.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.63, X: 100.00, Y: 56.82, V_X: 0.00, V_Y: -3.74, P: 14.53, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.71, X: 100.00, Y: 56.48, V_X: 0.00, V_Y: -4.34, P: 14.53, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.82, X: 100.00, Y: 56.02, V_X: 0.00, V_Y: -3.78, P: 14.42, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.91, X: 100.00, Y: 55.68, V_X: 0.00, V_Y: -4.36, P: 14.42, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.02, X: 100.00, Y: 55.24, V_X: 0.00, V_Y: -3.82, P: 14.31, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.07, X: 100.00, Y: 55.02, V_X: 0.00, V_Y: -4.21, P: 14.31, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.15, X: 100.00, Y: 54.68, V_X: 0.00, V_Y: -3.79, P: 14.23, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.24, X: 100.00, Y: 54.34, V_X: 0.00, V_Y: -4.38, P: 14.23, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.36, X: 100.00, Y: 53.84, V_X: 0.00, V_Y: -3.76, P: 14.10, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.44, X: 100.00, Y: 53.52, V_X: 0.00, V_Y: -4.32, P: 14.10, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.54, X: 100.00, Y: 53.10, V_X: 0.00, V_Y: -3.81, P: 14.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.62, X: 100.00, Y: 52.79, V_X: 0.00, V_Y: -4.34, P: 14.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.73, X: 100.00, Y: 52.36, V_X: 0.00, V_Y: -3.81, P: 13.89, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.81, X: 100.00, Y: 52.03, V_X: 0.00, V_Y: -4.38, P: 13.89, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.91, X: 100.00, Y: 51.60, V_X: 0.00, V_Y: -3.86, P: 13.79, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.96, X: 100.00, Y: 51.39, V_X: 0.00, V_Y: -4.22, P: 13.79, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.04, X: 100.00, Y: 51.08, V_X: 0.00, V_Y: -3.83, P: 13.71, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.09, X: 100.00, Y: 50.87, V_X: 0.00, V_Y: -4.20, P: 13.71, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.18, X: 100.00, Y: 50.54, V_X: 0.00, V_Y: -3.79, P: 13.63, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.26, X: 100.00, Y: 50.18, V_X: 0.00, V_Y: -4.40, P: 13.63, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.38, X: 100.00, Y: 49.68, V_X: 0.00, V_Y: -3.79, P: 13.51, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.46, X: 100.00, Y: 49.39, V_X: 0.00, V_Y: -4.29, P: 13.51, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.56, X: 100.00, Y: 48.98, V_X: 0.00, V_Y: -3.78, P: 13.41, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.64, X: 100.00, Y: 48.66, V_X: 0.00, V_Y: -4.33, P: 13.41, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.74, X: 100.00, Y: 48.24, V_X: 0.00, V_Y: -3.81, P: 13.30, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.80, X: 100.00, Y: 48.01, V_X: 0.00, V_Y: -4.21, P: 13.30, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.89, X: 100.00, Y: 47.66, V_X: 0.00, V_Y: -3.76, P: 13.21, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.97, X: 100.00, Y: 47.33, V_X: 0.00, V_Y: -4.33, P: 13.21, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.08, X: 100.00, Y: 46.89, V_X: 0.00, V_Y: -3.79, P: 13.10, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.16, X: 100.00, Y: 46.56, V_X: 0.00, V_Y: -4.36, P: 13.10, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.26, X: 100.00, Y: 46.14, V_X: 0.00, V_Y: -3.86, P: 13.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.31, X: 100.00, Y: 45.94, V_X: 0.00, V_Y: -4.21, P: 13.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.38, X: 100.00, Y: 45.64, V_X: 0.00, V_Y: -3.82, P: 12.93, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.44, X: 100.00, Y: 45.42, V_X: 0.00, V_Y: -4.21, P: 12.93, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.52, X: 100.00, Y: 45.10, V_X: 0.00, V_Y: -3.82, P: 12.85, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.59, X: 100.00, Y: 44.79, V_X: 0.00, V_Y: -4.34, P: 12.85, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.69, X: 100.00, Y: 44.40, V_X: 0.00, V_Y: -3.85, P: 12.75, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.74, X: 100.00, Y: 44.19, V_X: 0.00, V_Y: -4.22, P: 12.75, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.82, X: 100.00, Y: 43.87, V_X: 0.00, V_Y: -3.83, P: 12.67, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.87, X: 100.00, Y: 43.66, V_X: 0.00, V_Y: -4.19, P: 12.67, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.95, X: 100.00, Y: 43.34, V_X: 0.00, V_Y: -3.79, P: 12.59, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.04, X: 100.00, Y: 43.01, V_X: 0.00, V_Y: -4.37, P: 12.59, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.14, X: 100.00, Y: 42.59, V_X: 0.00, V_Y: -3.87, P: 12.49, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.19, X: 100.00, Y: 42.38, V_X: 0.00, V_Y: -4.24, P: 12.49, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.27, X: 100.00, Y: 42.05, V_X: 0.00, V_Y: -3.83, P: 12.41, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.32, X: 100.00, Y: 41.83, V_X: 0.00, V_Y: -4.20, P: 12.41, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
