Cas: 0.00, X: 100.00, Y: 70.00, V_X: 0.00, V_Y: 0.00, P: 15.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.60, X: 100.00, Y: 68.73, V_X: 0.00, V_Y: -4.21, P: 15.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.68, X: 100.00, Y: 68.41, V_X: 0.00, V_Y: -3.81, P: 14.92, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.77, X: 100.00, Y: 68.05, V_X: 0.00, V_Y: -4.42, P: 14.92, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.90, X: 100.00, Y: 67.50, V_X: 0.00, V_Y: -3.75, P: 14.78, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.99, X: 100.00, Y: 67.17, V_X: 0.00, V_Y: -4.32, P: 14.78, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.09, X: 100.00, Y: 66.75, V_X: 0.00, V_Y: -3.80, P: 14.68, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.17, X: 100.00, Y: 66.42, V_X: 0.00, V_Y: -4.36, P: 14.68, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.27, X: 100.00, Y: 66.01, V_X: 0.00, V_Y: -3.86, P: 14.58, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.32, X: 100.00, Y: 65.82, V_X: 0.00, V_Y: -4.20, P: 14.58, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.40, X: 100.00, Y: 65.51, V_X: 0.00, V_Y: -3.81, P: 14.50, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.47, X: 100.00, Y: 65.21, V_X: 0.00, V_Y: -4.32, P: 14.50, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.57, X: 100.00, Y: 64.79, V_X: 0.00, V_Y: -3.80, P: 14.40, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.65, X: 100.00, Y: 64.46, V_X: 0.00, V_Y: -4.37, P: 14.40, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.76, X: 100.00, Y: 64.02, V_X: 0.00, V_Y: -3.84, P: 14.29, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.81, X: 100.00, Y: 63.83, V_X: 0.00, V_Y: -4.18, P: 14.29, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.89, X: 100.00, Y: 63.51, V_X: 0.00, V_Y: -3.78, P: 14.21, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.96, X: 100.00, Y: 63.20, V_X: 0.00, V_Y: -4.31, P: 14.21, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.06, X: 100.00, Y: 62.80, V_X: 0.00, V_Y: -3.82, P: 14.12, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.13, X: 100.00, Y: 62.51, V_X: 0.00, V_Y: -4.32, P: 14.12, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.24, X: 100.00, Y: 62.10, V_X: 0.00, V_Y: -3.82, P: 14.01, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.31, X: 100.00, Y: 61.80, V_X: 0.00, V_Y: -4.33, P: 14.01, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.41, X: 100.00, Y: 61.39, V_X: 0.00, V_Y: -3.84, P: 13.92, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.46, X: 100.00, Y: 61.19, V_X: 0.00, V_Y: -4.19, P: 13.92, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.54, X: 100.00, Y: 60.87, V_X: 0.00, V_Y: -3.79, P: 13.84, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.62, X: 100.00, Y: 60.52, V_X: 0.00, V_Y: -4.38, P: 13.84, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.72, X: 100.00, Y: 60.11, V_X: 0.00, V_Y: -3.88, P: 13.73, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.78, X: 100.00, Y: 59.89, V_X: 0.00, V_Y: -4.26, P: 13.73, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.88, X: 100.00, Y: 59.49, V_X: 0.00, V_Y: -3.76, P: 13.63, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.96, X: 100.00, Y: 59.15, V_X: 0.00, V_Y: -4.34, P: 13.63, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.07, X: 100.00, Y: 58.72, V_X: 0.00, V_Y: -3.81, P: 13.53, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.15, X: 100.00, Y: 58.39, V_X: 0.00, V_Y: -4.37, P: 13.53, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.25, X: 100.00, Y: 57.98, V_X: 0.00, V_Y: -3.87, P: 13.43, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.29, X: 100.00, Y: 57.79, V_X: 0.00, V_Y: -4.20, P: 13.43, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.37, X: 100.00, Y: 57.49, V_X: 0.00, V_Y: -3.82, P: 13.35, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.44, X: 100.00, Y: 57.19, V_X: 0.00, V_Y: -4.34, P: 13.35, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
