Cas: 0.00, X: 150.00, Y: 50.00, V_X: 2.00, V_Y: 0.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.62, X: 151.23, Y: 48.67, V_X: 2.00, V_Y: -4.32, P: 25.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.72, X: 151.45, Y: 48.23, V_X: 2.00, V_Y: -3.78, P: 24.89, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.81, X: 151.61, Y: 47.90, V_X: 2.00, V_Y: -4.35, P: 24.89, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.91, X: 151.82, Y: 47.48, V_X: 2.00, V_Y: -3.84, P: 24.79, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.96, X: 151.93, Y: 47.25, V_X: 2.00, V_Y: -4.23, P: 24.79, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.04, X: 152.08, Y: 46.94, V_X: 2.00, V_Y: -3.85, P: 24.71, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.09, X: 152.19, Y: 46.73, V_X: 2.00, V_Y: -4.21, P: 24.71, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.17, X: 152.34, Y: 46.42, V_X: 2.00, V_Y: -3.83, P: 24.64, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.22, X: 152.45, Y: 46.21, V_X: 2.00, V_Y: -4.19, P: 24.64, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.30, X: 152.60, Y: 45.92, V_X: 2.00, V_Y: -3.82, P: 24.56, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.37, X: 152.74, Y: 45.62, V_X: 2.00, V_Y: -4.33, P: 24.56, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.47, X: 152.93, Y: 45.23, V_X: 2.00, V_Y: -3.85, P: 24.47, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.51, X: 153.03, Y: 45.04, V_X: 2.00, V_Y: -4.18, P: 24.47, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.59, X: 153.17, Y: 44.75, V_X: 2.00, V_Y: -3.82, P: 24.39, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.66, X: 153.33, Y: 44.43, V_X: 2.00, V_Y: -4.35, P: 24.39, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.77, X: 153.54, Y: 43.99, V_X: 2.00, V_Y: -3.81, P: 24.28, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.85, X: 153.70, Y: 43.67, V_X: 2.00, V_Y: -4.35, P: 24.28, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.95, X: 153.90, Y: 43.26, V_X: 2.00, V_Y: -3.84, P: 24.18, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.00, X: 154.01, Y: 43.04, V_X: 2.00, V_Y: -4.22, P: 24.18, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
