Cas: 0.00, X: 150.00, Y: 120.00, V_X: 0.00, V_Y: -3.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.24, X: 150.00, Y: 119.08, V_X: 0.00, V_Y: -4.67, P: 25.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.43, X: 150.00, Y: 118.30, V_X: 0.00, V_Y: -3.74, P: 24.81, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.51, X: 150.00, Y: 117.98, V_X: 0.00, V_Y: -4.30, P: 24.81, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.61, X: 150.00, Y: 117.55, V_X: 0.00, V_Y: -3.77, P: 24.71, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.69, X: 150.00, Y: 117.21, V_X: 0.00, V_Y: -4.36, P: 24.71, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.80, X: 150.00, Y: 116.77, V_X: 0.00, V_Y: -3.81, P: 24.60, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.88, X: 150.00, Y: 116.46, V_X: 0.00, V_Y: -4.34, P: 24.60, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.99, X: 150.00, Y: 116.02, V_X: 0.00, V_Y: -3.81, P: 24.49, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.07, X: 150.00, Y: 115.68, V_X: 0.00, V_Y: -4.38, P: 24.49, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.18, X: 150.00, Y: 115.25, V_X: 0.00, V_Y: -3.85, P: 24.38, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.23, X: 150.00, Y: 115.02, V_X: 0.00, V_Y: -4.24, P: 24.38, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.30, X: 150.00, Y: 114.72, V_X: 0.00, V_Y: -3.87, P: 24.31, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.35, X: 150.00, Y: 114.53, V_X: 0.00, V_Y: -4.20, P: 24.31, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.42, X: 150.00, Y: 114.25, V_X: 0.00, V_Y: -3.85, P: 24.24, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.47, X: 150.00, Y: 114.05, V_X: 0.00, V_Y: -4.18, P: 24.24, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.55, X: 150.00, Y: 113.75, V_X: 0.00, V_Y: -3.81, P: 24.17, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.62, X: 150.00, Y: 113.44, V_X: 0.00, V_Y: -4.34, P: 24.17, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.72, X: 150.00, Y: 113.03, V_X: 0.00, V_Y: -3.83, P: 24.06, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.78, X: 150.00, Y: 112.82, V_X: 0.00, V_Y: -4.19, P: 24.06, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.85, X: 150.00, Y: 112.51, V_X: 0.00, V_Y: -3.81, P: 23.99, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.93, X: 150.00, Y: 112.20, V_X: 0.00, V_Y: -4.34, P: 23.99, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.03, X: 150.00, Y: 111.80, V_X: 0.00, V_Y: -3.85, P: 23.89, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.08, X: 150.00, Y: 111.60, V_X: 0.00, V_Y: -4.19, P: 23.89, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.15, X: 150.00, Y: 111.30, V_X: 0.00, V_Y: -3.80, P: 23.81, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.23, X: 150.00, Y: 111.00, V_X: 0.00, V_Y: -4.32, P: 23.81, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.32, X: 150.00, Y: 110.60, V_X: 0.00, V_Y: -3.83, P: 23.71, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.40, X: 150.00, Y: 110.29, V_X: 0.00, V_Y: -4.35, P: 23.71, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.50, X: 150.00, Y: 109.89, V_X: 0.00, V_Y: -3.86, P: 23.62, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.54, X: 150.00, Y: 109.70, V_X: 0.00, V_Y: -4.20, P: 23.62, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.62, X: 150.00, Y: 109.39, V_X: 0.00, V_Y: -3.82, P: 23.54, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.67, X: 150.00, Y: 109.18, V_X: 0.00, V_Y: -4.19, P: 23.54, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.76, X: 150.00, Y: 108.85, V_X: 0.00, V_Y: -3.77, P: 23.46, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.83, X: 150.00, Y: 108.54, V_X: 0.00, V_Y: -4.31, P: 23.46, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.94, X: 150.00, Y: 108.12, V_X: 0.00, V_Y: -3.78, P: 23.35, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.02, X: 150.00, Y: 107.79, V_X: 0.00, V_Y: -4.35, P: 23.35, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.12, X: 150.00, Y: 107.36, V_X: 0.00, V_Y: -3.83, P: 23.25, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.18, X: 150.00, Y: 107.14, V_X: 0.00, V_Y: -4.21, P: 23.25, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.26, X: 150.00, Y: 106.83, V_X: 0.00, V_Y: -3.82, P: 23.17, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.33, X: 150.00, Y: 106.51, V_X: 0.00, V_Y: -4.36, P: 23.17, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.45, X: 150.00, Y: 106.05, V_X: 0.00, V_Y: -3.79, P: 23.06, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.53, X: 150.00, Y: 105.72, V_X: 0.00, V_Y: -4.36, P: 23.06, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.63, X: 150.00, Y: 105.31, V_X: 0.00, V_Y: -3.86, P: 22.96, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.68, X: 150.00, Y: 105.10, V_X: 0.00, V_Y: -4.22, P: 22.96, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.76, X: 150.00, Y: 104.78, V_X: 0.00, V_Y: -3.82, P: 22.88, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.81, X: 150.00, Y: 104.56, V_X: 0.00, V_Y: -4.20, P: 22.88, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.89, X: 150.00, Y: 104.24, V_X: 0.00, V_Y: -3.80, P: 22.80, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.98, X: 150.00, Y: 103.90, V_X: 0.00, V_Y: -4.39, P: 22.80, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.09, X: 150.00, Y: 103.45, V_X: 0.00, V_Y: -3.84, P: 22.69, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.14, X: 150.00, Y: 103.24, V_X: 0.00, V_Y: -4.21, P: 22.69, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.22, X: 150.00, Y: 102.89, V_X: 0.00, V_Y: -3.79, P: 22.60, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.31, X: 150.00, Y: 102.56, V_X: 0.00, V_Y: -4.36, P: 22.60, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.42, X: 150.00, Y: 102.11, V_X: 0.00, V_Y: -3.81, P: 22.49, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.50, X: 150.00, Y: 101.77, V_X: 0.00, V_Y: -4.38, P: 22.49, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.60, X: 150.00, Y: 101.35, V_X: 0.00, V_Y: -3.87, P: 22.39, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.66, X: 150.00, Y: 101.13, V_X: 0.00, V_Y: -4.24, P: 22.39, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.74, X: 150.00, Y: 100.80, V_X: 0.00, V_Y: -3.83, P: 22.31, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.79, X: 150.00, Y: 100.59, V_X: 0.00, V_Y: -4.20, P: 22.31, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.87, X: 150.00, Y: 100.27, V_X: 0.00, V_Y: -3.79, P: 22.22, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.95, X: 150.00, Y: 99.97, V_X: 0.00, V_Y: -4.31, P: 22.22, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.05, X: 150.00, Y: 99.55, V_X: 0.00, V_Y: -3.81, P: 22.12, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.13, X: 150.00, Y: 99.22, V_X: 0.00, V_Y: -4.38, P: 22.12, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.24, X: 150.00, Y: 98.78, V_X: 0.00, V_Y: -3.85, P: 22.02, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.29, X: 150.00, Y: 98.55, V_X: 0.00, V_Y: -4.25, P: 22.02, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.37, X: 150.00, Y: 98.25, V_X: 0.00, V_Y: -3.87, P: 21.94, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.42, X: 150.00, Y: 98.03, V_X: 0.00, V_Y: -4.25, P: 21.94, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.50, X: 150.00, Y: 97.72, V_X: 0.00, V_Y: -3.86, P: 21.87, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.55, X: 150.00, Y: 97.52, V_X: 0.00, V_Y: -4.21, P: 21.87, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.62, X: 150.00, Y: 97.21, V_X: 0.00, V_Y: -3.82, P: 21.79, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.67, X: 150.00, Y: 97.00, V_X: 0.00, V_Y: -4.18, P: 21.79, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.75, X: 150.00, Y: 96.69, V_X: 0.00, V_Y: -3.78, P: 21.71, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.84, X: 150.00, Y: 96.35, V_X: 0.00, V_Y: -4.37, P: 21.71, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.94, X: 150.00, Y: 95.92, V_X: 0.00, V_Y: -3.83, P: 21.60, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.00, X: 150.00, Y: 95.70, V_X: 0.00, V_Y: -4.21, P: 21.60, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.08, X: 150.00, Y: 95.38, V_X: 0.00, V_Y: -3.80, P: 21.52, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.16, X: 150.00, Y: 95.03, V_X: 0.00, V_Y: -4.39, P: 21.52, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.29, X: 150.00, Y: 94.51, V_X: 0.00, V_Y: -3.75, P: 21.39, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.37, X: 150.00, Y: 94.19, V_X: 0.00, V_Y: -4.31, P: 21.39, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.47, X: 150.00, Y: 93.79, V_X: 0.00, V_Y: -3.81, P: 21.30, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.54, X: 150.00, Y: 93.50, V_X: 0.00, V_Y: -4.32, P: 21.30, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
