Cas: 0.00, X: 100.00, Y: 100.00, V_X: 0.00, V_Y: -10.00, P: 15.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.13, X: 100.00, Y: 98.60, V_X: 0.00, V_Y: -10.94, P: 15.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.55, X: 100.00, Y: 88.11, V_X: 0.00, V_Y: -3.85, P: 13.58, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.60, X: 100.00, Y: 87.91, V_X: 0.00, V_Y: -4.18, P: 13.58, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.68, X: 100.00, Y: 87.60, V_X: 0.00, V_Y: -3.79, P: 13.50, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.76, X: 100.00, Y: 87.29, V_X: 0.00, V_Y: -4.32, P: 13.50, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.86, X: 100.00, Y: 86.88, V_X: 0.00, V_Y: -3.81, P: 13.40, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.91, X: 100.00, Y: 86.67, V_X: 0.00, V_Y: -4.18, P: 13.40, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.98, X: 100.00, Y: 86.37, V_X: 0.00, V_Y: -3.81, P: 13.33, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.06, X: 100.00, Y: 86.07, V_X: 0.00, V_Y: -4.33, P: 13.33, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.16, X: 100.00, Y: 85.64, V_X: 0.00, V_Y: -3.81, P: 13.22, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.25, X: 100.00, Y: 85.30, V_X: 0.00, V_Y: -4.39, P: 13.22, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.36, X: 100.00, Y: 84.84, V_X: 0.00, V_Y: -3.83, P: 13.11, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.41, X: 100.00, Y: 84.64, V_X: 0.00, V_Y: -4.19, P: 13.11, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.49, X: 100.00, Y: 84.31, V_X: 0.00, V_Y: -3.78, P: 13.03, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.57, X: 100.00, Y: 84.01, V_X: 0.00, V_Y: -4.30, P: 13.03, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.67, X: 100.00, Y: 83.59, V_X: 0.00, V_Y: -3.78, P: 12.92, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.75, X: 100.00, Y: 83.28, V_X: 0.00, V_Y: -4.32, P: 12.92, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.85, X: 100.00, Y: 82.86, V_X: 0.00, V_Y: -3.80, P: 12.82, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
