Cas: 0.00, X: 100.00, Y: 40.00, V_X: 0.00, V_Y: 0.00, P: 10.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.99, X: 100.00, Y: 36.60, V_X: 0.00, V_Y: -6.90, P: 10.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.03, X: 100.00, Y: 36.27, V_X: 0.00, V_Y: -6.66, P: 9.95, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.06, X: 100.00, Y: 36.11, V_X: 0.00, V_Y: -6.83, P: 9.95, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.11, X: 100.00, Y: 35.78, V_X: 0.00, V_Y: -6.58, P: 9.90, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.14, X: 100.00, Y: 35.53, V_X: 0.00, V_Y: -6.85, P: 9.90, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.21, X: 100.00, Y: 35.11, V_X: 0.00, V_Y: -6.53, P: 9.84, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.24, X: 100.00, Y: 34.86, V_X: 0.00, V_Y: -6.79, P: 9.84, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.31, X: 100.00, Y: 34.44, V_X: 0.00, V_Y: -6.48, P: 9.78, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.34, X: 100.00, Y: 34.20, V_X: 0.00, V_Y: -6.73, P: 9.78, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.39, X: 100.00, Y: 33.88, V_X: 0.00, V_Y: -6.48, P: 9.73, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.42, X: 100.00, Y: 33.71, V_X: 0.00, V_Y: -6.65, P: 9.73, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
