Cas: 0.00, X: 60.00, Y: 120.00, V_X: 5.00, V_Y: 0.00, P: 35.00, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.01, X: 60.05, Y: 120.00, V_X: 5.00, V_Y: -0.08, P: 35.00, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.59, X: 75.40, Y: 111.18, V_X: 14.46, V_Y: -11.11, P: 34.21, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.64, X: 76.14, Y: 110.62, V_X: 14.76, V_Y: -10.86, P: 34.14, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.66, X: 76.49, Y: 110.36, V_X: 14.91, V_Y: -11.03, P: 34.12, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.70, X: 77.04, Y: 109.96, V_X: 15.13, V_Y: -10.84, P: 34.07, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.72, X: 77.41, Y: 109.70, V_X: 15.27, V_Y: -11.01, P: 34.06, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.77, X: 78.17, Y: 109.16, V_X: 15.57, V_Y: -10.77, P: 33.98, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.81, X: 78.73, Y: 108.77, V_X: 15.78, V_Y: -11.02, P: 33.96, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.87, X: 79.71, Y: 108.10, V_X: 16.15, V_Y: -10.71, P: 33.87, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.91, X: 80.31, Y: 107.71, V_X: 16.37, V_Y: -10.97, P: 33.85, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.96, X: 81.15, Y: 107.15, V_X: 16.68, V_Y: -10.72, P: 33.78, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.98, X: 81.55, Y: 106.89, V_X: 16.82, V_Y: -10.89, P: 33.77, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.03, X: 82.38, Y: 106.37, V_X: 17.11, V_Y: -10.65, P: 33.69, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.07, X: 83.00, Y: 105.98, V_X: 17.33, V_Y: -10.90, P: 33.68, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.13, X: 84.08, Y: 105.31, V_X: 17.70, V_Y: -10.59, P: 33.58, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.17, X: 84.75, Y: 104.91, V_X: 17.93, V_Y: -10.85, P: 33.56, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.22, X: 85.82, Y: 104.28, V_X: 18.28, V_Y: -10.56, P: 33.48, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.25, X: 86.28, Y: 104.01, V_X: 18.43, V_Y: -10.73, P: 33.46, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.29, X: 86.96, Y: 103.62, V_X: 18.65, V_Y: -10.55, P: 33.41, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.31, X: 87.41, Y: 103.37, V_X: 18.80, V_Y: -10.72, P: 33.40, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.36, X: 88.33, Y: 102.85, V_X: 19.09, V_Y: -10.48, P: 33.32, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.40, X: 89.05, Y: 102.46, V_X: 19.31, V_Y: -10.74, P: 33.30, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.46, X: 90.24, Y: 101.81, V_X: 19.68, V_Y: -10.43, P: 33.21, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.48, X: 90.74, Y: 101.54, V_X: 19.83, V_Y: -10.61, P: 33.20, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 2.52, X: 91.48, Y: 101.15, V_X: 20.05, V_Y: -10.43, P: 33.14, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 2.53, X: 91.72, Y: 101.03, V_X: 20.12, V_Y: -10.51, P: 33.14, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.54, X: 91.96, Y: 100.90, V_X: 20.12, V_Y: -10.59, P: 33.14, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.58, X: 92.72, Y: 100.51, V_X: 20.12, V_Y: -10.41, P: 33.10, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.61, X: 93.21, Y: 100.25, V_X: 20.12, V_Y: -10.58, P: 33.10, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.65, X: 94.19, Y: 99.74, V_X: 20.12, V_Y: -10.34, P: 33.05, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.68, X: 94.70, Y: 99.48, V_X: 20.12, V_Y: -10.51, P: 33.05, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.72, X: 95.42, Y: 99.10, V_X: 20.12, V_Y: -10.33, P: 33.02, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.74, X: 95.88, Y: 98.86, V_X: 20.12, V_Y: -10.50, P: 33.02, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.79, X: 96.84, Y: 98.37, V_X: 20.12, V_Y: -10.26, P: 32.97, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.82, X: 97.57, Y: 97.99, V_X: 20.12, V_Y: -10.51, P: 32.97, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.87, X: 98.61, Y: 97.46, V_X: 20.12, V_Y: -10.26, P: 32.92, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.90, X: 99.09, Y: 97.21, V_X: 20.12, V_Y: -10.43, P: 32.92, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.95, X: 100.09, Y: 96.70, V_X: 20.12, V_Y: -10.18, P: 32.87, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.98, X: 100.82, Y: 96.32, V_X: 20.12, V_Y: -10.43, P: 32.87, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.04, X: 102.05, Y: 95.70, V_X: 20.12, V_Y: -10.13, P: 32.81, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.08, X: 102.79, Y: 95.32, V_X: 20.12, V_Y: -10.39, P: 32.81, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 0
