Cas: 0.00, X: 100.00, Y: 70.00, V_X: 0.00, V_Y: 0.00, P: 15.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.88, X: 100.00, Y: 67.30, V_X: 0.00, V_Y: -6.14, P: 15.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.92, X: 100.00, Y: 67.02, V_X: 0.00, V_Y: -5.91, P: 14.95, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.96, X: 100.00, Y: 66.81, V_X: 0.00, V_Y: -6.15, P: 14.95, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.01, X: 100.00, Y: 66.52, V_X: 0.00, V_Y: -5.92, P: 14.91, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.04, X: 100.00, Y: 66.31, V_X: 0.00, V_Y: -6.16, P: 14.91, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.09, X: 100.00, Y: 66.02, V_X: 0.00, V_Y: -5.92, P: 14.86, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.11, X: 100.00, Y: 65.87, V_X: 0.00, V_Y: -6.09, P: 14.86, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.15, X: 100.00, Y: 65.65, V_X: 0.00, V_Y: -5.91, P: 14.82, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.19, X: 100.00, Y: 65.41, V_X: 0.00, V_Y: -6.19, P: 14.82, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.25, X: 100.00, Y: 65.05, V_X: 0.00, V_Y: -5.89, P: 14.76, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.29, X: 100.00, Y: 64.83, V_X: 0.00, V_Y: -6.14, P: 14.76, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.34, X: 100.00, Y: 64.54, V_X: 0.00, V_Y: -5.90, P: 14.71, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.37, X: 100.00, Y: 64.32, V_X: 0.00, V_Y: -6.15, P: 14.71, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.42, X: 100.00, Y: 64.03, V_X: 0.00, V_Y: -5.91, P: 14.66, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
