Cas: 0.00, X: 100.00, Y: 30.00, V_X: 0.00, V_Y: 0.00, P: 15.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.45, X: 100.00, Y: 29.29, V_X: 0.00, V_Y: -3.15, P: 15.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.50, X: 100.00, Y: 29.15, V_X: 0.00, V_Y: -2.90, P: 14.95, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.53, X: 100.00, Y: 29.04, V_X: 0.00, V_Y: -3.15, P: 14.95, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.58, X: 100.00, Y: 28.90, V_X: 0.00, V_Y: -2.92, P: 14.90, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.60, X: 100.00, Y: 28.83, V_X: 0.00, V_Y: -3.08, P: 14.90, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.64, X: 100.00, Y: 28.72, V_X: 0.00, V_Y: -2.91, P: 14.87, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.67, X: 100.00, Y: 28.62, V_X: 0.00, V_Y: -3.16, P: 14.87, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.72, X: 100.00, Y: 28.47, V_X: 0.00, V_Y: -2.92, P: 14.82, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.74, X: 100.00, Y: 28.40, V_X: 0.00, V_Y: -3.09, P: 14.82, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.78, X: 100.00, Y: 28.30, V_X: 0.00, V_Y: -2.91, P: 14.79, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.82, X: 100.00, Y: 28.19, V_X: 0.00, V_Y: -3.16, P: 14.79, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.86, X: 100.00, Y: 28.04, V_X: 0.00, V_Y: -2.93, P: 14.74, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.89, X: 100.00, Y: 27.97, V_X: 0.00, V_Y: -3.09, P: 14.74, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.92, X: 100.00, Y: 27.87, V_X: 0.00, V_Y: -2.92, P: 14.71, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.94, X: 100.00, Y: 27.80, V_X: 0.00, V_Y: -3.08, P: 14.71, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.98, X: 100.00, Y: 27.70, V_X: 0.00, V_Y: -2.90, P: 14.67, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.02, X: 100.00, Y: 27.58, V_X: 0.00, V_Y: -3.17, P: 14.67, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.07, X: 100.00, Y: 27.43, V_X: 0.00, V_Y: -2.92, P: 14.62, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.09, X: 100.00, Y: 27.36, V_X: 0.00, V_Y: -3.09, P: 14.62, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.13, X: 100.00, Y: 27.24, V_X: 0.00, V_Y: -2.91, P: 14.58, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.17, X: 100.00, Y: 27.13, V_X: 0.00, V_Y: -3.18, P: 14.58, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.21, X: 100.00, Y: 26.98, V_X: 0.00, V_Y: -2.94, P: 14.54, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.24, X: 100.00, Y: 26.91, V_X: 0.00, V_Y: -3.10, P: 14.54, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.27, X: 100.00, Y: 26.80, V_X: 0.00, V_Y: -2.93, P: 14.50, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
