Cas: 0.00, X: 100.00, Y: 150.00, V_X: 0.00, V_Y: 0.00, P: 20.00, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.70, X: 100.00, Y: 148.28, V_X: 0.00, V_Y: -4.91, P: 20.00, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.72, X: 100.00, Y: 148.17, V_X: 0.00, V_Y: -4.80, P: 19.98, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.74, X: 100.00, Y: 148.10, V_X: 0.00, V_Y: -4.90, P: 19.98, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.76, X: 100.00, Y: 147.99, V_X: 0.00, V_Y: -4.80, P: 19.96, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.78, X: 100.00, Y: 147.91, V_X: 0.00, V_Y: -4.91, P: 19.96, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.80, X: 100.00, Y: 147.80, V_X: 0.00, V_Y: -4.80, P: 19.93, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.81, X: 100.00, Y: 147.73, V_X: 0.00, V_Y: -4.91, P: 19.93, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.84, X: 100.00, Y: 147.62, V_X: 0.00, V_Y: -4.79, P: 19.91, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.85, X: 100.00, Y: 147.54, V_X: 0.00, V_Y: -4.91, P: 19.91, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.88, X: 100.00, Y: 147.43, V_X: 0.00, V_Y: -4.79, P: 19.89, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.89, X: 100.00, Y: 147.35, V_X: 0.00, V_Y: -4.91, P: 19.89, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.91, X: 100.00, Y: 147.24, V_X: 0.00, V_Y: -4.79, P: 19.87, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.93, X: 100.00, Y: 147.17, V_X: 0.00, V_Y: -4.91, P: 19.87, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.95, X: 100.00, Y: 147.06, V_X: 0.00, V_Y: -4.79, P: 19.84, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.97, X: 100.00, Y: 146.98, V_X: 0.00, V_Y: -4.91, P: 19.84, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.99, X: 100.00, Y: 146.87, V_X: 0.00, V_Y: -4.79, P: 19.82, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.01, X: 100.00, Y: 146.79, V_X: 0.00, V_Y: -4.91, P: 19.82, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.03, X: 100.00, Y: 146.68, V_X: 0.00, V_Y: -4.80, P: 19.80, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.05, X: 100.00, Y: 146.61, V_X: 0.00, V_Y: -4.91, P: 19.80, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.07, X: 100.00, Y: 146.49, V_X: 0.00, V_Y: -4.79, P: 19.78, L: 90.00, R: 110.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.09, X: 100.00, Y: 146.41, V_X: 0.00, V_Y: -4.91, P: 19.78, L: 90.00, R: 110.00, nahoru: 1, doleva: 0, doprava: 0
