Cas: 0.00, X: 60.00, Y: 120.00, V_X: 5.00, V_Y: 0.00, P: 35.00, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.06, X: 60.28, Y: 119.99, V_X: 5.00, V_Y: -0.39, P: 35.00, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.70, X: 64.76, Y: 118.27, V_X: 8.88, V_Y: -4.92, P: 34.68, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 0.73, X: 64.98, Y: 118.16, V_X: 9.02, V_Y: -4.79, P: 34.64, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.74, X: 65.13, Y: 118.08, V_X: 9.12, V_Y: -4.91, P: 34.63, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 0.77, X: 65.34, Y: 117.97, V_X: 9.26, V_Y: -4.80, P: 34.60, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.78, X: 65.50, Y: 117.88, V_X: 9.36, V_Y: -4.92, P: 34.59, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 0.81, X: 65.73, Y: 117.76, V_X: 9.51, V_Y: -4.79, P: 34.55, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.82, X: 65.89, Y: 117.68, V_X: 9.61, V_Y: -4.91, P: 34.54, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 0.85, X: 66.11, Y: 117.57, V_X: 9.74, V_Y: -4.79, P: 34.51, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.86, X: 66.27, Y: 117.49, V_X: 9.84, V_Y: -4.91, P: 34.50, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 0.89, X: 66.49, Y: 117.38, V_X: 9.98, V_Y: -4.80, P: 34.47, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.90, X: 66.65, Y: 117.31, V_X: 10.07, V_Y: -4.91, P: 34.46, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 0.92, X: 66.88, Y: 117.20, V_X: 10.21, V_Y: -4.79, P: 34.43, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.94, X: 67.05, Y: 117.12, V_X: 10.31, V_Y: -4.91, P: 34.42, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 0.96, X: 67.29, Y: 117.01, V_X: 10.44, V_Y: -4.80, P: 34.38, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 0.98, X: 67.45, Y: 116.93, V_X: 10.54, V_Y: -4.91, P: 34.38, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.00, X: 67.69, Y: 116.82, V_X: 10.67, V_Y: -4.79, P: 34.34, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.02, X: 67.87, Y: 116.74, V_X: 10.77, V_Y: -4.91, P: 34.33, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.04, X: 68.13, Y: 116.62, V_X: 10.92, V_Y: -4.79, P: 34.30, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.06, X: 68.31, Y: 116.54, V_X: 11.02, V_Y: -4.91, P: 34.29, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.08, X: 68.56, Y: 116.44, V_X: 11.15, V_Y: -4.79, P: 34.26, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.10, X: 68.74, Y: 116.36, V_X: 11.25, V_Y: -4.91, P: 34.25, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
Cas: 1.12, X: 69.00, Y: 116.24, V_X: 11.39, V_Y: -4.79, P: 34.21, L: 150.00, R: 190.00, nahoru: 0, doleva: 0, doprava: 1
Cas: 1.14, X: 69.19, Y: 116.16, V_X: 11.49, V_Y: -4.91, P: 34.21, L: 150.00, R: 190.00, nahoru: 1, doleva: 0, doprava: 1
