Cas: 0.00, X: 100.00, Y: 60.00, V_X: 0.00, V_Y: -5.00, P: 15.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.20, X: 100.00, Y: 58.83, V_X: 0.00, V_Y: -6.43, P: 15.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.35, X: 100.00, Y: 57.93, V_X: 0.00, V_Y: -5.68, P: 14.85, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.45, X: 100.00, Y: 57.33, V_X: 0.00, V_Y: -6.38, P: 14.85, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.60, X: 100.00, Y: 56.43, V_X: 0.00, V_Y: -5.63, P: 14.70, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.75, X: 100.00, Y: 55.50, V_X: 0.00, V_Y: -6.68, P: 14.70, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 0.95, X: 100.00, Y: 54.27, V_X: 0.00, V_Y: -5.68, P: 14.50, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.05, X: 100.00, Y: 53.67, V_X: 0.00, V_Y: -6.38, P: 14.50, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.20, X: 100.00, Y: 52.76, V_X: 0.00, V_Y: -5.63, P: 14.35, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.35, X: 100.00, Y: 51.84, V_X: 0.00, V_Y: -6.68, P: 14.35, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.55, X: 100.00, Y: 50.60, V_X: 0.00, V_Y: -5.67, P: 14.15, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.65, X: 100.00, Y: 50.00, V_X: 0.00, V_Y: -6.37, P: 14.15, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.80, X: 100.00, Y: 49.11, V_X: 0.00, V_Y: -5.62, P: 14.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.95, X: 100.00, Y: 48.18, V_X: 0.00, V_Y: -6.68, P: 14.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.15, X: 100.00, Y: 46.95, V_X: 0.00, V_Y: -5.69, P: 13.80, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.25, X: 100.00, Y: 46.34, V_X: 0.00, V_Y: -6.39, P: 13.80, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.40, X: 100.00, Y: 45.44, V_X: 0.00, V_Y: -5.63, P: 13.65, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.55, X: 100.00, Y: 44.52, V_X: 0.00, V_Y: -6.68, P: 13.65, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.75, X: 100.00, Y: 43.28, V_X: 0.00, V_Y: -5.68, P: 13.45, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.85, X: 100.00, Y: 42.68, V_X: 0.00, V_Y: -6.37, P: 13.45, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.00, X: 100.00, Y: 41.78, V_X: 0.00, V_Y: -5.62, P: 13.30, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.15, X: 100.00, Y: 40.86, V_X: 0.00, V_Y: -6.67, P: 13.30, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.35, X: 100.00, Y: 39.63, V_X: 0.00, V_Y: -5.67, P: 13.10, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.45, X: 100.00, Y: 39.02, V_X: 0.00, V_Y: -6.38, P: 13.10, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.60, X: 100.00, Y: 38.12, V_X: 0.00, V_Y: -5.63, P: 12.95, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.75, X: 100.00, Y: 37.20, V_X: 0.00, V_Y: -6.67, P: 12.95, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.95, X: 100.00, Y: 35.96, V_X: 0.00, V_Y: -5.67, P: 12.75, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
