Cas: 0.00, X: 100.00, Y: 100.00, V_X: 0.00, V_Y: -10.00, P: 15.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.05, X: 100.00, Y: 99.45, V_X: 0.00, V_Y: -10.38, P: 15.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.00, X: 100.00, Y: 91.85, V_X: 0.00, V_Y: -5.62, P: 14.05, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.15, X: 100.00, Y: 90.93, V_X: 0.00, V_Y: -6.67, P: 14.05, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.35, X: 100.00, Y: 89.69, V_X: 0.00, V_Y: -5.67, P: 13.85, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.45, X: 100.00, Y: 89.09, V_X: 0.00, V_Y: -6.37, P: 13.85, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.60, X: 100.00, Y: 88.19, V_X: 0.00, V_Y: -5.62, P: 13.70, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.75, X: 100.00, Y: 87.27, V_X: 0.00, V_Y: -6.67, P: 13.70, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.95, X: 100.00, Y: 86.03, V_X: 0.00, V_Y: -5.67, P: 13.50, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.05, X: 100.00, Y: 85.43, V_X: 0.00, V_Y: -6.37, P: 13.50, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.20, X: 100.00, Y: 84.53, V_X: 0.00, V_Y: -5.62, P: 13.35, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.35, X: 100.00, Y: 83.61, V_X: 0.00, V_Y: -6.67, P: 13.35, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.55, X: 100.00, Y: 82.37, V_X: 0.00, V_Y: -5.67, P: 13.15, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.65, X: 100.00, Y: 81.77, V_X: 0.00, V_Y: -6.36, P: 13.15, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.80, X: 100.00, Y: 80.88, V_X: 0.00, V_Y: -5.61, P: 13.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.95, X: 100.00, Y: 79.96, V_X: 0.00, V_Y: -6.66, P: 13.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.15, X: 100.00, Y: 78.72, V_X: 0.00, V_Y: -5.66, P: 12.80, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.25, X: 100.00, Y: 78.12, V_X: 0.00, V_Y: -6.36, P: 12.80, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.40, X: 100.00, Y: 77.23, V_X: 0.00, V_Y: -5.61, P: 12.65, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.55, X: 100.00, Y: 76.30, V_X: 0.00, V_Y: -6.67, P: 12.65, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.75, X: 100.00, Y: 75.07, V_X: 0.00, V_Y: -5.67, P: 12.45, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.85, X: 100.00, Y: 74.47, V_X: 0.00, V_Y: -6.37, P: 12.45, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.00, X: 100.00, Y: 73.57, V_X: 0.00, V_Y: -5.62, P: 12.30, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.15, X: 100.00, Y: 72.65, V_X: 0.00, V_Y: -6.67, P: 12.30, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.35, X: 100.00, Y: 71.41, V_X: 0.00, V_Y: -5.67, P: 12.10, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.45, X: 100.00, Y: 70.80, V_X: 0.00, V_Y: -6.38, P: 12.10, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.60, X: 100.00, Y: 69.91, V_X: 0.00, V_Y: -5.63, P: 11.95, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.75, X: 100.00, Y: 68.99, V_X: 0.00, V_Y: -6.68, P: 11.95, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.95, X: 100.00, Y: 67.75, V_X: 0.00, V_Y: -5.67, P: 11.75, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.05, X: 100.00, Y: 67.15, V_X: 0.00, V_Y: -6.38, P: 11.75, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.20, X: 100.00, Y: 66.25, V_X: 0.00, V_Y: -5.63, P: 11.60, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.35, X: 100.00, Y: 65.33, V_X: 0.00, V_Y: -6.67, P: 11.60, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.55, X: 100.00, Y: 64.09, V_X: 0.00, V_Y: -5.67, P: 11.40, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.65, X: 100.00, Y: 63.49, V_X: 0.00, V_Y: -6.37, P: 11.40, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.80, X: 100.00, Y: 62.59, V_X: 0.00, V_Y: -5.63, P: 11.25, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.95, X: 100.00, Y: 61.66, V_X: 0.00, V_Y: -6.68, P: 11.25, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.15, X: 100.00, Y: 60.43, V_X: 0.00, V_Y: -5.68, P: 11.05, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.25, X: 100.00, Y: 59.82, V_X: 0.00, V_Y: -6.39, P: 11.05, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.40, X: 100.00, Y: 58.92, V_X: 0.00, V_Y: -5.64, P: 10.90, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.55, X: 100.00, Y: 58.00, V_X: 0.00, V_Y: -6.68, P: 10.90, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.75, X: 100.00, Y: 56.76, V_X: 0.00, V_Y: -5.68, P: 10.70, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.85, X: 100.00, Y: 56.16, V_X: 0.00, V_Y: -6.37, P: 10.70, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.00, X: 100.00, Y: 55.26, V_X: 0.00, V_Y: -5.62, P: 10.55, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.15, X: 100.00, Y: 54.34, V_X: 0.00, V_Y: -6.67, P: 10.55, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.35, X: 100.00, Y: 53.11, V_X: 0.00, V_Y: -5.67, P: 10.35, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.45, X: 100.00, Y: 52.50, V_X: 0.00, V_Y: -6.37, P: 10.35, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.60, X: 100.00, Y: 51.60, V_X: 0.00, V_Y: -5.62, P: 10.20, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.75, X: 100.00, Y: 50.68, V_X: 0.00, V_Y: -6.67, P: 10.20, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.95, X: 100.00, Y: 49.45, V_X: 0.00, V_Y: -5.67, P: 10.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.05, X: 100.00, Y: 48.85, V_X: 0.00, V_Y: -6.37, P: 10.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.20, X: 100.00, Y: 47.95, V_X: 0.00, V_Y: -5.62, P: 9.85, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.35, X: 100.00, Y: 47.03, V_X: 0.00, V_Y: -6.67, P: 9.85, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.55, X: 100.00, Y: 45.80, V_X: 0.00, V_Y: -5.67, P: 9.65, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.65, X: 100.00, Y: 45.19, V_X: 0.00, V_Y: -6.37, P: 9.65, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.80, X: 100.00, Y: 44.29, V_X: 0.00, V_Y: -5.62, P: 9.50, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.95, X: 100.00, Y: 43.37, V_X: 0.00, V_Y: -6.67, P: 9.50, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 9.15, X: 100.00, Y: 42.14, V_X: 0.00, V_Y: -5.67, P: 9.30, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 9.25, X: 100.00, Y: 41.53, V_X: 0.00, V_Y: -6.38, P: 9.30, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 9.40, X: 100.00, Y: 40.63, V_X: 0.00, V_Y: -5.63, P: 9.15, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 9.55, X: 100.00, Y: 39.71, V_X: 0.00, V_Y: -6.68, P: 9.15, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 9.75, X: 100.00, Y: 38.48, V_X: 0.00, V_Y: -5.68, P: 8.95, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 9.85, X: 100.00, Y: 37.88, V_X: 0.00, V_Y: -6.38, P: 8.95, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 10.00, X: 100.00, Y: 36.98, V_X: 0.00, V_Y: -5.63, P: 8.80, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 10.15, X: 100.00, Y: 36.05, V_X: 0.00, V_Y: -6.68, P: 8.80, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 10.35, X: 100.00, Y: 34.81, V_X: 0.00, V_Y: -5.68, P: 8.60, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 10.45, X: 100.00, Y: 34.21, V_X: 0.00, V_Y: -6.38, P: 8.60, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 10.60, X: 100.00, Y: 33.31, V_X: 0.00, V_Y: -5.63, P: 8.45, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 10.75, X: 100.00, Y: 32.39, V_X: 0.00, V_Y: -6.68, P: 8.45, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 10.95, X: 100.00, Y: 31.15, V_X: 0.00, V_Y: -5.67, P: 8.25, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 11.05, X: 100.00, Y: 30.55, V_X: 0.00, V_Y: -6.37, P: 8.25, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 11.20, X: 100.00, Y: 29.65, V_X: 0.00, V_Y: -5.62, P: 8.10, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 11.35, X: 100.00, Y: 28.73, V_X: 0.00, V_Y: -6.67, P: 8.10, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 11.55, X: 100.00, Y: 27.50, V_X: 0.00, V_Y: -5.67, P: 7.90, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 11.65, X: 100.00, Y: 26.89, V_X: 0.00, V_Y: -6.38, P: 7.90, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 11.80, X: 100.00, Y: 26.00, V_X: 0.00, V_Y: -5.63, P: 7.75, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 11.95, X: 100.00, Y: 25.07, V_X: 0.00, V_Y: -6.68, P: 7.75, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 12.15, X: 100.00, Y: 23.83, V_X: 0.00, V_Y: -5.68, P: 7.55, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 12.25, X: 100.00, Y: 23.23, V_X: 0.00, V_Y: -6.38, P: 7.55, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 12.50, X: 100.00, Y: 21.79, V_X: 0.00, V_Y: -5.13, P: 7.30, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 12.60, X: 100.00, Y: 21.24, V_X: 0.00, V_Y: -5.84, P: 7.30, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 12.80, X: 100.00, Y: 20.17, V_X: 0.00, V_Y: -4.83, P: 7.10, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 12.90, X: 100.00, Y: 19.65, V_X: 0.00, V_Y: -5.53, P: 7.10, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 13.15, X: 100.00, Y: 18.43, V_X: 0.00, V_Y: -4.28, P: 6.85, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 13.25, X: 100.00, Y: 17.97, V_X: 0.00, V_Y: -4.98, P: 6.85, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 13.45, X: 100.00, Y: 17.07, V_X: 0.00, V_Y: -3.98, P: 6.65, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 13.55, X: 100.00, Y: 16.63, V_X: 0.00, V_Y: -4.68, P: 6.65, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 13.75, X: 100.00, Y: 15.80, V_X: 0.00, V_Y: -3.68, P: 6.45, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 13.85, X: 100.00, Y: 15.40, V_X: 0.00, V_Y: -4.38, P: 6.45, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 14.00, X: 100.00, Y: 14.80, V_X: 0.00, V_Y: -3.63, P: 6.30, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 14.15, X: 100.00, Y: 14.17, V_X: 0.00, V_Y: -4.68, P: 6.30, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 14.35, X: 100.00, Y: 13.34, V_X: 0.00, V_Y: -3.69, P: 6.10, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 14.45, X: 100.00, Y: 12.94, V_X: 0.00, V_Y: -4.39, P: 6.10, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 14.60, X: 100.00, Y: 12.33, V_X: 0.00, V_Y: -3.63, P: 5.95, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 14.75, X: 100.00, Y: 11.71, V_X: 0.00, V_Y: -4.68, P: 5.95, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 14.95, X: 100.00, Y: 10.87, V_X: 0.00, V_Y: -3.68, P: 5.75, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 15.05, X: 100.00, Y: 10.47, V_X: 0.00, V_Y: -4.38, P: 5.75, L: 85.00, R: 115.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 15.17, X: 100.00, Y: 10.00, V_X: 0.00, V_Y: -3.81, P: 5.64, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Zdar!
