Cas: 0.00, X: 100.00, Y: 70.00, V_X: 0.00, V_Y: 0.00, P: 15.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.95, X: 100.00, Y: 66.82, V_X: 0.00, V_Y: -6.68, P: 15.00, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.15, X: 100.00, Y: 65.58, V_X: 0.00, V_Y: -5.68, P: 14.80, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.25, X: 100.00, Y: 64.98, V_X: 0.00, V_Y: -6.37, P: 14.80, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.40, X: 100.00, Y: 64.08, V_X: 0.00, V_Y: -5.62, P: 14.65, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.55, X: 100.00, Y: 63.16, V_X: 0.00, V_Y: -6.67, P: 14.65, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 1.75, X: 100.00, Y: 61.92, V_X: 0.00, V_Y: -5.67, P: 14.45, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 1.85, X: 100.00, Y: 61.32, V_X: 0.00, V_Y: -6.37, P: 14.45, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.00, X: 100.00, Y: 60.42, V_X: 0.00, V_Y: -5.61, P: 14.30, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.15, X: 100.00, Y: 59.50, V_X: 0.00, V_Y: -6.66, P: 14.30, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.35, X: 100.00, Y: 58.27, V_X: 0.00, V_Y: -5.66, P: 14.10, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.45, X: 100.00, Y: 57.67, V_X: 0.00, V_Y: -6.36, P: 14.10, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.60, X: 100.00, Y: 56.77, V_X: 0.00, V_Y: -5.61, P: 13.95, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 2.75, X: 100.00, Y: 55.85, V_X: 0.00, V_Y: -6.66, P: 13.95, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.95, X: 100.00, Y: 54.62, V_X: 0.00, V_Y: -5.66, P: 13.75, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.05, X: 100.00, Y: 54.02, V_X: 0.00, V_Y: -6.36, P: 13.75, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.20, X: 100.00, Y: 53.12, V_X: 0.00, V_Y: -5.61, P: 13.60, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.35, X: 100.00, Y: 52.20, V_X: 0.00, V_Y: -6.66, P: 13.60, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.55, X: 100.00, Y: 50.97, V_X: 0.00, V_Y: -5.65, P: 13.40, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 3.70, X: 100.00, Y: 50.04, V_X: 0.00, V_Y: -6.70, P: 13.40, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 3.90, X: 100.00, Y: 48.80, V_X: 0.00, V_Y: -5.70, P: 13.20, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.00, X: 100.00, Y: 48.20, V_X: 0.00, V_Y: -6.40, P: 13.20, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.15, X: 100.00, Y: 47.29, V_X: 0.00, V_Y: -5.64, P: 13.05, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.30, X: 100.00, Y: 46.37, V_X: 0.00, V_Y: -6.69, P: 13.05, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.50, X: 100.00, Y: 45.13, V_X: 0.00, V_Y: -5.69, P: 12.85, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.60, X: 100.00, Y: 44.53, V_X: 0.00, V_Y: -6.38, P: 12.85, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.75, X: 100.00, Y: 43.63, V_X: 0.00, V_Y: -5.62, P: 12.70, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.90, X: 100.00, Y: 42.71, V_X: 0.00, V_Y: -6.67, P: 12.70, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.10, X: 100.00, Y: 41.47, V_X: 0.00, V_Y: -5.67, P: 12.50, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.20, X: 100.00, Y: 40.87, V_X: 0.00, V_Y: -6.37, P: 12.50, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.35, X: 100.00, Y: 39.97, V_X: 0.00, V_Y: -5.62, P: 12.35, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.50, X: 100.00, Y: 39.05, V_X: 0.00, V_Y: -6.67, P: 12.35, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.70, X: 100.00, Y: 37.82, V_X: 0.00, V_Y: -5.67, P: 12.15, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.80, X: 100.00, Y: 37.21, V_X: 0.00, V_Y: -6.37, P: 12.15, L: 80.00, R: 120.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.95, X: 100.00, Y: 36.32, V_X: 0.00, V_Y: -5.62, P: 12.00, L: 80.00, R: 120.00, nahoru: 0, doleva: 0, doprava: 0
