Cas: 0.00, X: 100.00, Y: 60.00, V_X: 0.00, V_Y: -5.00, P: 15.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.06, X: 100.00, Y: 59.69, V_X: 0.00, V_Y: -5.42, P: 15.00, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 2.04, X: 100.00, Y: 58.77, V_X: 0.00, V_Y: 4.49, P: 11.04, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 2.20, X: 100.00, Y: 59.39, V_X: 0.00, V_Y: 3.40, P: 10.88, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 2.41, X: 100.00, Y: 60.20, V_X: 0.00, V_Y: 4.44, P: 10.46, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 2.56, X: 100.00, Y: 60.81, V_X: 0.00, V_Y: 3.34, P: 10.31, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 2.77, X: 100.00, Y: 61.61, V_X: 0.00, V_Y: 4.37, P: 9.89, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 2.92, X: 100.00, Y: 62.20, V_X: 0.00, V_Y: 3.28, P: 9.74, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 3.13, X: 100.00, Y: 62.99, V_X: 0.00, V_Y: 4.32, P: 9.32, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 3.24, X: 100.00, Y: 63.40, V_X: 0.00, V_Y: 3.60, P: 9.22, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 3.39, X: 100.00, Y: 64.03, V_X: 0.00, V_Y: 4.38, P: 8.91, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 3.55, X: 100.00, Y: 64.62, V_X: 0.00, V_Y: 3.30, P: 8.75, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 3.75, X: 100.00, Y: 65.41, V_X: 0.00, V_Y: 4.33, P: 8.34, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 3.86, X: 100.00, Y: 65.82, V_X: 0.00, V_Y: 3.61, P: 8.24, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 4.01, X: 100.00, Y: 66.43, V_X: 0.00, V_Y: 4.38, P: 7.93, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 4.17, X: 100.00, Y: 67.03, V_X: 0.00, V_Y: 3.28, P: 7.77, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 4.37, X: 100.00, Y: 67.82, V_X: 0.00, V_Y: 4.32, P: 7.36, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 4.48, X: 100.00, Y: 68.23, V_X: 0.00, V_Y: 3.58, P: 7.25, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 4.64, X: 100.00, Y: 68.85, V_X: 0.00, V_Y: 4.36, P: 6.94, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 4.74, X: 100.00, Y: 69.27, V_X: 0.00, V_Y: 3.63, P: 6.84, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 4.89, X: 100.00, Y: 69.89, V_X: 0.00, V_Y: 4.41, P: 6.53, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 5.05, X: 100.00, Y: 70.49, V_X: 0.00, V_Y: 3.33, P: 6.37, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 5.25, X: 100.00, Y: 71.28, V_X: 0.00, V_Y: 4.36, P: 5.96, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 5.36, X: 100.00, Y: 71.69, V_X: 0.00, V_Y: 3.64, P: 5.86, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 5.51, X: 100.00, Y: 72.31, V_X: 0.00, V_Y: 4.41, P: 5.55, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 5.67, X: 100.00, Y: 72.91, V_X: 0.00, V_Y: 3.33, P: 5.39, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 5.87, X: 100.00, Y: 73.70, V_X: 0.00, V_Y: 4.36, P: 4.98, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 5.98, X: 100.00, Y: 74.12, V_X: 0.00, V_Y: 3.63, P: 4.88, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 6.13, X: 100.00, Y: 74.75, V_X: 0.00, V_Y: 4.42, P: 4.56, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 6.29, X: 100.00, Y: 75.35, V_X: 0.00, V_Y: 3.32, P: 4.41, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 6.50, X: 100.00, Y: 76.15, V_X: 0.00, V_Y: 4.36, P: 3.99, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 6.60, X: 100.00, Y: 76.56, V_X: 0.00, V_Y: 3.63, P: 3.89, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 6.75, X: 100.00, Y: 77.18, V_X: 0.00, V_Y: 4.40, P: 3.58, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 6.91, X: 100.00, Y: 77.78, V_X: 0.00, V_Y: 3.32, P: 3.43, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 7.13, X: 100.00, Y: 78.63, V_X: 0.00, V_Y: 4.42, P: 2.99, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 7.28, X: 100.00, Y: 79.23, V_X: 0.00, V_Y: 3.33, P: 2.83, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 7.49, X: 100.00, Y: 80.03, V_X: 0.00, V_Y: 4.36, P: 2.42, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 7.65, X: 100.00, Y: 80.62, V_X: 0.00, V_Y: 3.28, P: 2.26, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 7.85, X: 100.00, Y: 81.40, V_X: 0.00, V_Y: 4.31, P: 1.85, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 7.95, X: 100.00, Y: 81.81, V_X: 0.00, V_Y: 3.59, P: 1.75, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 8.11, X: 100.00, Y: 82.42, V_X: 0.00, V_Y: 4.36, P: 1.44, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 8.26, X: 100.00, Y: 83.01, V_X: 0.00, V_Y: 3.28, P: 1.28, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 8.47, X: 100.00, Y: 83.79, V_X: 0.00, V_Y: 4.31, P: 0.87, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 8.57, X: 100.00, Y: 84.20, V_X: 0.00, V_Y: 3.58, P: 0.77, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 8.73, X: 100.00, Y: 84.82, V_X: 0.00, V_Y: 4.36, P: 0.46, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 8.83, X: 100.00, Y: 85.23, V_X: 0.00, V_Y: 3.63, P: 0.36, L: 85.00, R: 115.00, nahoru: 1, doleva: 1, doprava: 1
Cas: 8.99, X: 100.00, Y: 85.86, V_X: 0.00, V_Y: 4.41, P: 0.05, L: 85.00, R: 115.00, nahoru: 0, doleva: 1, doprava: 1
Cas: 9.03, X: 100.00, Y: 86.05, V_X: 0.00, V_Y: 4.09, P: 0.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 14.31, X: 100.00, Y: 10.00, V_X: 0.00, V_Y: -32.88, P: 0.00, L: 85.00, R: 115.00, nahoru: 0, doleva: 0, doprava: 0
Krach!
