Cas: 0.00, X: 70.00, Y: 100.00, V_X: -1.00, V_Y: 0.00, P: 20.00, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.21, X: 87.15, Y: 83.11, V_X: 4.80, V_Y: -4.43, P: 17.43, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.26, X: 87.39, Y: 82.89, V_X: 4.80, V_Y: -4.18, P: 17.38, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.31, X: 87.65, Y: 82.66, V_X: 4.80, V_Y: -4.55, P: 17.38, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.39, X: 88.03, Y: 82.31, V_X: 4.80, V_Y: -4.16, P: 17.30, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.44, X: 88.27, Y: 82.10, V_X: 4.80, V_Y: -4.51, P: 17.30, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.51, X: 88.59, Y: 81.81, V_X: 4.80, V_Y: -4.17, P: 17.24, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.56, X: 88.83, Y: 81.59, V_X: 4.80, V_Y: -4.52, P: 17.24, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.62, X: 89.15, Y: 81.30, V_X: 4.80, V_Y: -4.19, P: 17.17, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.66, X: 89.31, Y: 81.16, V_X: 4.80, V_Y: -4.42, P: 17.17, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.71, X: 89.55, Y: 80.94, V_X: 4.80, V_Y: -4.17, P: 17.12, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.76, X: 89.80, Y: 80.72, V_X: 4.80, V_Y: -4.52, P: 17.12, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.82, X: 90.12, Y: 80.43, V_X: 4.80, V_Y: -4.19, P: 17.05, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.86, X: 90.28, Y: 80.29, V_X: 4.80, V_Y: -4.42, P: 17.05, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 4.91, X: 90.52, Y: 80.08, V_X: 4.80, V_Y: -4.17, P: 17.00, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.96, X: 90.76, Y: 79.86, V_X: 4.80, V_Y: -4.52, P: 17.00, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.02, X: 91.08, Y: 79.57, V_X: 4.80, V_Y: -4.19, P: 16.94, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.06, X: 91.24, Y: 79.42, V_X: 4.80, V_Y: -4.42, P: 16.94, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.11, X: 91.48, Y: 79.21, V_X: 4.80, V_Y: -4.17, P: 16.89, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.16, X: 91.72, Y: 78.99, V_X: 4.80, V_Y: -4.52, P: 16.89, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.22, X: 92.04, Y: 78.70, V_X: 4.80, V_Y: -4.19, P: 16.82, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.26, X: 92.22, Y: 78.54, V_X: 4.80, V_Y: -4.45, P: 16.82, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.32, X: 92.52, Y: 78.27, V_X: 4.80, V_Y: -4.14, P: 16.76, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.37, X: 92.76, Y: 78.05, V_X: 4.80, V_Y: -4.50, P: 16.76, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.44, X: 93.09, Y: 77.76, V_X: 4.80, V_Y: -4.15, P: 16.69, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.49, X: 93.32, Y: 77.55, V_X: 4.80, V_Y: -4.48, P: 16.69, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.56, X: 93.64, Y: 77.26, V_X: 4.80, V_Y: -4.15, P: 16.62, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.61, X: 93.88, Y: 77.05, V_X: 4.80, V_Y: -4.50, P: 16.62, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.67, X: 94.20, Y: 76.76, V_X: 4.80, V_Y: -4.17, P: 16.55, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.72, X: 94.44, Y: 76.54, V_X: 4.80, V_Y: -4.52, P: 16.55, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.79, X: 94.76, Y: 76.25, V_X: 4.80, V_Y: -4.18, P: 16.49, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.82, X: 94.92, Y: 76.11, V_X: 4.80, V_Y: -4.42, P: 16.49, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.87, X: 95.16, Y: 75.89, V_X: 4.80, V_Y: -4.17, P: 16.44, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 5.92, X: 95.40, Y: 75.68, V_X: 4.80, V_Y: -4.52, P: 16.44, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 5.99, X: 95.72, Y: 75.39, V_X: 4.80, V_Y: -4.18, P: 16.37, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.02, X: 95.88, Y: 75.24, V_X: 4.80, V_Y: -4.42, P: 16.37, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.07, X: 96.12, Y: 75.03, V_X: 4.80, V_Y: -4.17, P: 16.32, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.12, X: 96.36, Y: 74.81, V_X: 4.80, V_Y: -4.52, P: 16.32, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.19, X: 96.68, Y: 74.52, V_X: 4.80, V_Y: -4.18, P: 16.25, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.22, X: 96.84, Y: 74.38, V_X: 4.80, V_Y: -4.42, P: 16.25, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.27, X: 97.08, Y: 74.16, V_X: 4.80, V_Y: -4.17, P: 16.20, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.32, X: 97.32, Y: 73.95, V_X: 4.80, V_Y: -4.52, P: 16.20, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.39, X: 97.64, Y: 73.65, V_X: 4.80, V_Y: -4.19, P: 16.14, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.42, X: 97.80, Y: 73.51, V_X: 4.80, V_Y: -4.42, P: 16.14, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.47, X: 98.04, Y: 73.30, V_X: 4.80, V_Y: -4.17, P: 16.09, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.52, X: 98.28, Y: 73.08, V_X: 4.80, V_Y: -4.52, P: 16.09, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.59, X: 98.60, Y: 72.79, V_X: 4.80, V_Y: -4.19, P: 16.02, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.62, X: 98.76, Y: 72.65, V_X: 4.80, V_Y: -4.42, P: 16.02, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.67, X: 99.00, Y: 72.43, V_X: 4.80, V_Y: -4.17, P: 15.97, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.72, X: 99.24, Y: 72.21, V_X: 4.80, V_Y: -4.52, P: 15.97, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.79, X: 99.56, Y: 71.92, V_X: 4.80, V_Y: -4.19, P: 15.90, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.82, X: 99.72, Y: 71.78, V_X: 4.80, V_Y: -4.42, P: 15.90, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.87, X: 99.96, Y: 71.57, V_X: 4.80, V_Y: -4.17, P: 15.85, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 6.92, X: 100.20, Y: 71.35, V_X: 4.80, V_Y: -4.52, P: 15.85, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.99, X: 100.52, Y: 71.06, V_X: 4.80, V_Y: -4.19, P: 15.79, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.02, X: 100.68, Y: 70.91, V_X: 4.80, V_Y: -4.42, P: 15.79, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.07, X: 100.92, Y: 70.70, V_X: 4.80, V_Y: -4.17, P: 15.74, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.12, X: 101.16, Y: 70.48, V_X: 4.80, V_Y: -4.52, P: 15.74, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.19, X: 101.48, Y: 70.19, V_X: 4.80, V_Y: -4.19, P: 15.67, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.22, X: 101.65, Y: 70.05, V_X: 4.80, V_Y: -4.42, P: 15.67, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.27, X: 101.89, Y: 69.83, V_X: 4.80, V_Y: -4.17, P: 15.62, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.32, X: 102.13, Y: 69.62, V_X: 4.80, V_Y: -4.52, P: 15.62, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.39, X: 102.45, Y: 69.33, V_X: 4.80, V_Y: -4.19, P: 15.55, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.42, X: 102.61, Y: 69.18, V_X: 4.80, V_Y: -4.42, P: 15.55, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.47, X: 102.85, Y: 68.97, V_X: 4.80, V_Y: -4.17, P: 15.50, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.52, X: 103.09, Y: 68.75, V_X: 4.80, V_Y: -4.52, P: 15.50, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.59, X: 103.41, Y: 68.46, V_X: 4.80, V_Y: -4.19, P: 15.44, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.62, X: 103.57, Y: 68.32, V_X: 4.80, V_Y: -4.42, P: 15.44, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.67, X: 103.81, Y: 68.10, V_X: 4.80, V_Y: -4.17, P: 15.39, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.72, X: 104.05, Y: 67.89, V_X: 4.80, V_Y: -4.52, P: 15.39, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.79, X: 104.37, Y: 67.59, V_X: 4.80, V_Y: -4.19, P: 15.32, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.82, X: 104.53, Y: 67.45, V_X: 4.80, V_Y: -4.42, P: 15.32, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.87, X: 104.77, Y: 67.24, V_X: 4.80, V_Y: -4.17, P: 15.27, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.92, X: 105.01, Y: 67.02, V_X: 4.80, V_Y: -4.52, P: 15.27, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 7.99, X: 105.33, Y: 66.73, V_X: 4.80, V_Y: -4.19, P: 15.20, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.02, X: 105.49, Y: 66.59, V_X: 4.80, V_Y: -4.42, P: 15.20, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.07, X: 105.73, Y: 66.37, V_X: 4.80, V_Y: -4.17, P: 15.15, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.12, X: 105.97, Y: 66.15, V_X: 4.80, V_Y: -4.52, P: 15.15, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.19, X: 106.29, Y: 65.86, V_X: 4.80, V_Y: -4.19, P: 15.09, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.22, X: 106.45, Y: 65.72, V_X: 4.80, V_Y: -4.42, P: 15.09, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.28, X: 106.71, Y: 65.48, V_X: 4.80, V_Y: -4.15, P: 15.03, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.32, X: 106.93, Y: 65.29, V_X: 4.80, V_Y: -4.47, P: 15.03, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.37, X: 107.17, Y: 65.07, V_X: 4.80, V_Y: -4.22, P: 14.98, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.41, X: 107.33, Y: 64.93, V_X: 4.80, V_Y: -4.45, P: 14.98, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.46, X: 107.57, Y: 64.71, V_X: 4.80, V_Y: -4.20, P: 14.93, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.49, X: 107.73, Y: 64.57, V_X: 4.80, V_Y: -4.43, P: 14.93, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.54, X: 107.97, Y: 64.35, V_X: 4.80, V_Y: -4.18, P: 14.88, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.59, X: 108.21, Y: 64.13, V_X: 4.80, V_Y: -4.53, P: 14.88, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.66, X: 108.53, Y: 63.84, V_X: 4.80, V_Y: -4.20, P: 14.82, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.69, X: 108.69, Y: 63.70, V_X: 4.80, V_Y: -4.43, P: 14.82, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 8.74, X: 108.93, Y: 63.48, V_X: 4.80, V_Y: -4.18, P: 14.77, L: 120.00, R: 160.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 8.79, X: 109.17, Y: 63.27, V_X: 4.80, V_Y: -4.53, P: 14.77, L: 120.00, R: 160.00, nahoru: 1, doleva: 0, doprava: 0
