Cas: 0.00, X: 150.00, Y: 120.00, V_X: 0.00, V_Y: -3.00, P: 25.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 0.53, X: 150.00, Y: 117.41, V_X: 0.00, V_Y: -6.73, P: 25.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 2.53, X: 150.00, Y: 113.95, V_X: 0.00, V_Y: 3.26, P: 23.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 4.03, X: 150.00, Y: 110.98, V_X: 0.00, V_Y: -7.22, P: 23.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 6.03, X: 150.00, Y: 106.53, V_X: 0.00, V_Y: 2.77, P: 21.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 7.53, X: 150.00, Y: 102.82, V_X: 0.00, V_Y: -7.72, P: 21.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 9.53, X: 150.00, Y: 97.37, V_X: 0.00, V_Y: 2.27, P: 19.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 11.03, X: 150.00, Y: 92.90, V_X: 0.00, V_Y: -8.23, P: 19.00, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 13.02, X: 150.00, Y: 86.44, V_X: 0.00, V_Y: 1.77, P: 17.01, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 14.02, X: 150.00, Y: 84.70, V_X: 0.00, V_Y: -5.23, P: 17.01, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 15.52, X: 150.00, Y: 82.47, V_X: 0.00, V_Y: 2.26, P: 15.51, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 17.02, X: 150.00, Y: 78.00, V_X: 0.00, V_Y: -8.23, P: 15.51, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 19.02, X: 150.00, Y: 71.54, V_X: 0.00, V_Y: 1.77, P: 13.51, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 20.02, X: 150.00, Y: 69.81, V_X: 0.00, V_Y: -5.23, P: 13.51, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 21.52, X: 150.00, Y: 67.59, V_X: 0.00, V_Y: 2.26, P: 12.01, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 23.02, X: 150.00, Y: 63.12, V_X: 0.00, V_Y: -8.23, P: 12.01, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 25.02, X: 150.00, Y: 56.65, V_X: 0.00, V_Y: 1.77, P: 10.01, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 26.02, X: 150.00, Y: 54.92, V_X: 0.00, V_Y: -5.23, P: 10.01, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 27.52, X: 150.00, Y: 52.71, V_X: 0.00, V_Y: 2.27, P: 8.51, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 29.02, X: 150.00, Y: 48.25, V_X: 0.00, V_Y: -8.22, P: 8.51, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 31.02, X: 150.00, Y: 41.80, V_X: 0.00, V_Y: 1.78, P: 6.51, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 32.02, X: 150.00, Y: 40.08, V_X: 0.00, V_Y: -5.23, P: 6.51, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 33.51, X: 150.00, Y: 37.86, V_X: 0.00, V_Y: 2.27, P: 5.01, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 35.01, X: 150.00, Y: 33.40, V_X: 0.00, V_Y: -8.22, P: 5.01, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 37.01, X: 150.00, Y: 26.96, V_X: 0.00, V_Y: 1.77, P: 3.01, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 38.01, X: 150.00, Y: 25.23, V_X: 0.00, V_Y: -5.22, P: 3.01, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 39.51, X: 150.00, Y: 23.03, V_X: 0.00, V_Y: 2.27, P: 1.51, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 41.01, X: 150.00, Y: 18.57, V_X: 0.00, V_Y: -8.21, P: 1.51, L: 20.00, R: 80.00, nahoru: 1, doleva: 0, doprava: 0
Cas: 42.52, X: 150.00, Y: 11.87, V_X: 0.00, V_Y: -0.64, P: 0.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Cas: 43.16, X: 150.00, Y: 10.00, V_X: 0.00, V_Y: -5.15, P: 0.00, L: 20.00, R: 80.00, nahoru: 0, doleva: 0, doprava: 0
Krach!
